fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,species,species_other,diameter_cm,decay_class,combustion,cwd_notes,cwd_photo,cwd_photo_caption,cwd_photo_url
8dad90e7-4561-4d6d-9d6b-eb15625b9d36,85dc554a-b1c8-4d0d-9ba5-f90385491e94,85dc554a-b1c8-4d0d-9ba5-f90385491e94,1,2024-07-31 02:18:46 UTC,2024-07-31 02:18:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1.5,hard,25,,,,
6aded070-248a-46d3-af16-88f5eae258a8,ea51e842-dab6-441d-beec-23ff2753169b,ea51e842-dab6-441d-beec-23ff2753169b,1,2024-07-31 19:49:53 UTC,2024-07-31 19:55:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,4.86,hard,25,,,,
4eab1247-d7ee-4d61-82dd-0985dcd643cc,67fa15fd-f67b-45b7-8e62-626f7d51b366,67fa15fd-f67b-45b7-8e62-626f7d51b366,1,2024-08-01 22:49:56 UTC,2024-08-01 22:50:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1.09,hard,75,,,,
2209734e-4715-4fd7-b386-00c40a0173f2,67fa15fd-f67b-45b7-8e62-626f7d51b366,67fa15fd-f67b-45b7-8e62-626f7d51b366,1,2024-08-01 22:50:39 UTC,2024-08-01 22:50:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,0.95,hard,50,,,,
83672d8f-faa5-42ca-9378-5813c2f2257e,d74a329b-4865-44dd-92c7-b4e274c01803,d74a329b-4865-44dd-92c7-b4e274c01803,1,2024-08-01 22:51:49 UTC,2024-08-01 22:52:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1.2,hard,50,,,,
81bbe32b-2f38-41e5-aec2-5f4e91473701,0dd69a96-4b93-46dd-8db8-e46041db29ce,0dd69a96-4b93-46dd-8db8-e46041db29ce,1,2024-08-02 20:37:51 UTC,2024-08-02 20:38:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2.6,hard,50,,,,
6290bfa9-5327-4fce-b7d6-b3fc7413a4d9,b454284b-635e-46a3-bdda-3237f27b9f46,b454284b-635e-46a3-bdda-3237f27b9f46,1,2024-08-02 23:34:02 UTC,2024-08-02 23:34:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2.68,soft,50,,,,
bb7406b8-0ba5-4b83-aaf0-4609852c508e,cfee9f28-5ddc-4ff1-b367-4a6cedb5ccf5,cfee9f28-5ddc-4ff1-b367-4a6cedb5ccf5,1,2024-08-04 22:56:23 UTC,2024-08-04 22:56:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,0.89,hard,25,,,,
f1831122-fec2-4016-8f04-a93adec2038c,cfee9f28-5ddc-4ff1-b367-4a6cedb5ccf5,cfee9f28-5ddc-4ff1-b367-4a6cedb5ccf5,1,2024-08-04 22:56:39 UTC,2024-08-04 22:56:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,0.85,hard,25,,,,
7fcfd8ee-e0e3-41f7-9b08-c3ea2b44197c,bd4e7193-9387-4bc3-9a3a-ae999909d8b0,bd4e7193-9387-4bc3-9a3a-ae999909d8b0,1,2024-08-05 01:39:40 UTC,2024-08-05 01:39:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,unknown,,2.3,crumbly,0,,,,
c3485c7e-03b0-41d8-8b99-847283d30123,a9612153-8310-4ab1-b589-73bd038f3cc3,a9612153-8310-4ab1-b589-73bd038f3cc3,1,2024-08-05 18:54:48 UTC,2024-08-05 18:54:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,4.5,crumbly,25,,,,
cf1ecf5f-8a81-41e1-9bd8-c64069e82a32,a9612153-8310-4ab1-b589-73bd038f3cc3,a9612153-8310-4ab1-b589-73bd038f3cc3,1,2024-08-05 18:55:00 UTC,2024-08-05 18:55:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,3.5,crumbly,25,,,,
7bd7ee88-b214-44a8-9abe-18c5059c64a0,4e6106b2-d25f-463d-bb0e-1f9274ae2c21,4e6106b2-d25f-463d-bb0e-1f9274ae2c21,1,2024-08-06 00:54:26 UTC,2024-08-06 00:54:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2.25,hard,25,,,,
bb4d44f4-bb6c-4c05-903d-d5724d12f058,f4efa3ea-f1b1-435f-801a-96d01ed5711a,f4efa3ea-f1b1-435f-801a-96d01ed5711a,1,2024-08-06 22:44:57 UTC,2024-08-06 22:45:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,8.6,hard,25,,,,
b2b14dbd-b709-41a3-b031-cec186571c58,d491bbe6-0bdf-4069-9c64-4242a8c3e5bc,d491bbe6-0bdf-4069-9c64-4242a8c3e5bc,1,2024-08-07 01:18:35 UTC,2024-08-07 01:18:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1.37,soft,25,,,,
