fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,tree_species,standing,snag_pre_fire,dbh,basal_diameter,cone_combustion,foliage_combustion,fine_combustion,coarse_combustion,stem_combustion,count,livedead,tree_notes,photos,photos_caption,photos_url
094bbc35-80c3-4f3a-81b6-59e3b29466b7,724238d9-c72a-4948-8ffa-760f09045342,724238d9-c72a-4948-8ffa-760f09045342,2,2024-07-14 19:01:22 UTC,2024-07-14 19:01:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5.2,,NA,75,75,50,0,,Dead,Topped,,,
f45451f5-1f49-4753-9728-b0459057929d,724238d9-c72a-4948-8ffa-760f09045342,724238d9-c72a-4948-8ffa-760f09045342,2,2024-07-14 19:02:01 UTC,2024-07-14 19:02:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,7.9,,25,75,75,25,0,,Dead,,,,
66575796-27d2-4941-93f6-66252aad2f7e,724238d9-c72a-4948-8ffa-760f09045342,724238d9-c72a-4948-8ffa-760f09045342,2,2024-07-14 19:02:35 UTC,2024-07-14 19:04:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,14.6,,25,75,75,25,0,,Dead,,,,
b47a134d-bd8b-41f8-83cc-f88d416a2de8,724238d9-c72a-4948-8ffa-760f09045342,724238d9-c72a-4948-8ffa-760f09045342,2,2024-07-14 19:04:29 UTC,2024-07-14 19:04:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,10,,50,75,75,50,0,,Dead,,,,
0a9436a7-a17c-4c57-97f3-f08e4782f74e,372429a1-3adb-4b9f-8129-73f2e09106b1,372429a1-3adb-4b9f-8129-73f2e09106b1,2,2024-07-14 22:55:58 UTC,2024-07-14 22:56:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,9.4,,NA,50,25,0,0,,Dead,,,,
751a6a2b-57cb-4b20-b086-4b00fcb1d892,372429a1-3adb-4b9f-8129-73f2e09106b1,372429a1-3adb-4b9f-8129-73f2e09106b1,2,2024-07-14 22:56:51 UTC,2024-07-14 22:57:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,2.2,NA,75,75,50,0,,Dead,,,,
8815a04c-334a-4db6-a9a1-c84eae3a5d26,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2,2024-07-14 22:57:58 UTC,2024-07-14 22:58:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,1.8,NA,75,75,75,0,,Dead,,,,
211df7c5-d2e7-4331-8380-36ae1c86880c,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2,2024-07-14 22:58:23 UTC,2024-07-14 22:58:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6.7,,25,75,50,25,0,,Dead,,,,
073c4406-8fff-43ec-9d7c-d4cb68d79dd9,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2,2024-07-14 22:58:52 UTC,2024-07-14 22:59:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6.5,,25,75,50,0,0,,Dead,,,,
2e5a3272-be20-4b2d-a871-f2c6b064ee70,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2,2024-07-14 22:59:58 UTC,2024-07-14 23:00:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2.6,,NA,75,75,25,0,,Dead,,,,
c0ddfc83-7dbe-480f-977e-9a9b66a881b9,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2,2024-07-14 23:00:20 UTC,2024-07-14 23:00:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2.5,,0,75,75,50,0,,Dead,,,,
24876649-2009-46f8-8fd6-80f5f3b761a6,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2,2024-07-14 23:00:54 UTC,2024-07-14 23:01:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5,,50,75,50,0,0,,Dead,,,,
b169c99e-01b0-4601-83cc-af0181fabfcf,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2,2024-07-14 23:01:19 UTC,2024-07-14 23:01:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,9.2,,25,75,50,0,0,,Dead,,,,
30eb8279-c3c9-4e74-835b-a96d745e4db0,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2,2024-07-14 23:01:45 UTC,2024-07-14 23:02:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.4,,NA,100,75,50,0,,Dead,,,,
7e52ad25-1d5b-4d50-99ca-3f71b4e2510f,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2,2024-07-14 23:02:10 UTC,2024-07-14 23:02:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,16.9,,25,75,50,0,0,,Dead,,,,
3033b589-635f-4476-a426-7c0eb2df658e,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2,2024-07-14 23:02:37 UTC,2024-07-14 23:02:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.6,,NA,100,100,50,0,,Dead,,,,
5b1735ad-e238-4a1b-825a-1616f517d6de,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:29:56 UTC,2024-07-15 00:30:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,4.9,,50,100,75,50,0,,,,,,
a65f5c88-27bc-4fc6-9222-72eb6e1dcf1c,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:30:49 UTC,2024-07-15 00:31:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,8.1,,25,75,75,50,0,,,,,,
7b59c90a-af93-4ee0-921f-d0ec2388e86d,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:31:19 UTC,2024-07-15 00:31:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,1.4,NA,100,100,75,0,,,,,,
2cb44334-360c-4839-8e60-bff087ebf209,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:31:50 UTC,2024-07-15 00:32:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.7,,NA,100,100,75,0,,,,,,
2b6e924b-3a2e-40a6-b581-8b1a72d0e2cb,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:32:13 UTC,2024-07-17 06:40:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2,,NA,100,100,0,0,,,,,,
73d26711-0741-440a-bd2d-2756faa22862,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:32:37 UTC,2024-07-15 00:32:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5,,75,50,50,25,0,,,,,,
9fc40ced-54c2-4d02-8a9f-f19248dcfd18,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:32:56 UTC,2024-07-15 00:33:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.7,,NA,100,100,75,0,,,,,,
97457455-76c3-4500-89d6-71033392eed3,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:33:15 UTC,2024-07-15 00:33:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6.5,,50,100,100,50,0,,,,,,
a96d382d-783b-4399-97ff-144d3f0a078b,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:33:45 UTC,2024-07-15 00:34:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,11,,NA,100,100,75,0,,,Top broken,,,
3103a7a7-d0e7-47c9-8bba-e84cecfb0eb3,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:34:08 UTC,2024-07-15 00:34:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.9,,NA,100,100,75,0,,,,,,
a9802b72-0ffd-4184-a555-33009e01be53,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:34:27 UTC,2024-07-15 00:34:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,0.8,,NA,100,100,100,0,,,,,,
9b8712b8-2fa1-4820-b998-7feb0edc488c,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:34:44 UTC,2024-07-15 00:35:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.5,,25,100,100,50,0,,,,,,
530aeef5-faac-47ff-bcbb-6b3a89de0eef,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:35:16 UTC,2024-07-15 00:35:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.9,,NA,100,100,75,0,,,,,,
f9eb2efe-3ece-4727-bce2-b6212b0f0a04,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:35:34 UTC,2024-07-15 00:35:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.1,,NA,100,100,75,0,,,,,,
de2dbf33-aecb-4beb-9c03-1032778e5216,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:35:51 UTC,2024-07-15 00:36:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,16,,75,100,75,25,0,,,,,,
a1b81d11-27c4-44e7-ba19-b3d53c36c0d7,c0d649bb-6ba2-4099-b247-22a18cc3619f,c0d649bb-6ba2-4099-b247-22a18cc3619f,2,2024-07-15 00:36:16 UTC,2024-07-15 00:36:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5.9,,NA,100,75,75,0,,,Top off,,,
cde4dc95-4322-4259-921c-f9518d238739,2dc49ca5-9aac-48f4-bbb8-7f600e61f92d,2dc49ca5-9aac-48f4-bbb8-7f600e61f92d,2,2024-07-15 00:37:05 UTC,2024-07-15 00:37:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,9.1,,50,100,75,25,0,,,,,,
e60c7a75-4f1c-4477-8ecc-4b79b0b8eb97,2dc49ca5-9aac-48f4-bbb8-7f600e61f92d,2dc49ca5-9aac-48f4-bbb8-7f600e61f92d,2,2024-07-15 00:37:45 UTC,2024-07-15 00:38:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6.4,,25,100,75,25,0,,,,,,
a0118a38-3475-4dea-848c-dce5957b8ef1,3e5a4b46-b3b8-49f3-bea9-fa5a2db67987,3e5a4b46-b3b8-49f3-bea9-fa5a2db67987,2,2024-07-15 00:38:46 UTC,2024-07-15 00:39:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,4.6,,50,75,75,25,0,,,,,,
8b655fc2-7a3c-49bf-afb7-8d2af12b0295,3e5a4b46-b3b8-49f3-bea9-fa5a2db67987,3e5a4b46-b3b8-49f3-bea9-fa5a2db67987,2,2024-07-15 00:39:18 UTC,2024-07-15 00:39:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.6,,75,100,100,50,0,,,,,,
9087fa29-fc03-4f33-af18-64eef67c2468,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2,2024-07-15 21:01:14 UTC,2024-07-15 21:02:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,1.9,NA,25,25,0,0,,,,,,
2433c290-caa3-4266-89f3-5869a0f5d58c,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2,2024-07-15 21:02:31 UTC,2024-07-15 21:03:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,1.2,NA,100,100,100,0,,,,,,
b17ec031-00e4-4247-b235-d3a623232268,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2,2024-07-15 21:03:03 UTC,2024-07-15 21:03:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.6,,0,75,75,75,0,,,,,,
6866bd4e-3af7-4dce-b546-dfbf2b0071be,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2,2024-07-15 21:03:22 UTC,2024-07-15 21:03:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,yes,,3.3,NA,NA,NA,NA,75,,,Topped,,,
30984931-d1d8-494f-8a7a-0d9d0148b7ea,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2,2024-07-15 21:03:53 UTC,2024-07-15 21:04:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6.9,,NA,100,75,25,0,,,Topped,,,
36798823-70e1-4e6c-8cdd-df23da22d2d0,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2,2024-07-15 21:05:19 UTC,2024-07-15 21:05:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,9.7,,25,75,75,50,0,,,,,,
455d0bdc-5365-4b19-bb11-935966fcf03f,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2,2024-07-15 21:05:45 UTC,2024-07-15 21:06:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,10.1,,25,75,75,50,0,,,,,,
a84df34a-e77b-46aa-bd3c-ee36cfe5a70f,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2,2024-07-15 21:06:09 UTC,2024-07-15 21:06:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,13.5,,25,75,75,25,0,,,,,,
d405385d-d73b-42dc-812d-601469033cb2,ed093604-d442-4401-be37-4045abfa3e42,ed093604-d442-4401-be37-4045abfa3e42,2,2024-07-15 21:06:39 UTC,2024-07-15 21:07:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,11.5,,25,75,75,50,0,,,,,,
5149d0fb-0fa5-4171-a395-180ed6823fdc,ed093604-d442-4401-be37-4045abfa3e42,ed093604-d442-4401-be37-4045abfa3e42,2,2024-07-15 21:07:21 UTC,2024-07-15 21:07:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,11.1,,25,75,75,50,0,,,,,,
d50aeb39-8e7e-414d-b594-687a4baf34f1,ed093604-d442-4401-be37-4045abfa3e42,ed093604-d442-4401-be37-4045abfa3e42,2,2024-07-15 21:07:37 UTC,2024-07-15 21:08:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2.2,,25,100,100,25,0,,,,,,
af4408b6-38fb-463b-aa3c-47d8274251b3,ed093604-d442-4401-be37-4045abfa3e42,ed093604-d442-4401-be37-4045abfa3e42,2,2024-07-15 21:08:19 UTC,2024-07-15 21:08:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,,1.6,NA,100,100,100,0,,,,,,
95785d18-f204-45ff-a1ab-e30466116556,ed093604-d442-4401-be37-4045abfa3e42,ed093604-d442-4401-be37-4045abfa3e42,2,2024-07-15 21:08:52 UTC,2024-07-15 21:09:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5.4,,25,100,100,25,0,,,,,,
5c855e92-4a4c-4a06-a649-df4cbba321ac,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:00:35 UTC,2024-07-15 23:01:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5.8,,50,100,100,75,0,,,,,,
c30ab803-2229-4b3f-8804-de99c73a40fc,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:01:28 UTC,2024-07-15 23:01:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.4,,NA,100,100,75,0,,,,,,
b3b17efd-3986-4def-b4d2-f878f3c013e5,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:01:45 UTC,2024-07-15 23:02:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.9,,50,100,100,100,0,,,,,,
8df6d286-4fe6-4ac4-afa9-910e9ebc4e72,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:02:09 UTC,2024-07-15 23:02:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,9.4,,25,100,100,50,0,,,,,,
2fba7b49-563d-4124-8069-6389e121b9d1,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:02:29 UTC,2024-07-15 23:02:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,5,,25,100,100,50,0,,,,,,
c9d14183-e8e3-4077-95f9-825064ac39f7,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:02:49 UTC,2024-07-15 23:03:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2.3,,NA,100,100,100,0,,,,,,
68a5af60-da06-4198-b78e-e8b17eab7a45,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:03:07 UTC,2024-07-15 23:03:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,7.4,,NA,100,100,75,0,,,,,,
06111f89-3f9a-47c7-95e6-2eeea08acafd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2,2024-07-15 23:03:26 UTC,2024-07-15 23:03:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,0.5,,NA,100,100,100,0,,,,,,
6c0705c6-b3ae-4ee9-b77e-99b3d8bcd3ee,2ae64e39-3cf7-414f-81ae-6f2371917e6f,2ae64e39-3cf7-414f-81ae-6f2371917e6f,2,2024-07-15 23:03:54 UTC,2024-07-15 23:04:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,7.8,,25,75,75,25,0,,,,,,
18c76ac8-0d31-44b6-a167-9558a41c14b1,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:04:33 UTC,2024-07-15 23:10:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,4.7,,25,75,75,25,0,,,,,,
90c23183-b597-4ae3-bc5a-7a100e2b3ab9,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:05:04 UTC,2024-07-15 23:05:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,1.1,,NA,100,100,100,0,,,,,,
479445aa-59f7-4b1e-9098-230f50bd0fd2,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:05:19 UTC,2024-07-15 23:05:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,6,,25,100,100,75,0,,,,,,
1c1d4af0-829a-4a6e-9e05-95e75cd2c011,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:05:41 UTC,2024-07-15 23:05:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,4.4,,NA,100,100,75,0,,,,,,
a4cab12f-f485-4c64-9a37-8fa7f0537ee9,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:05:58 UTC,2024-07-15 23:06:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,2.4,,75,100,100,75,0,,,,,,
58d818d0-2391-447a-bb5b-f8bc26f0a9cb,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:06:15 UTC,2024-07-15 23:06:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.5,,NA,100,100,100,0,,,,,,
f3c2dc89-4c4f-44ab-9f92-3fa128db4a32,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:06:32 UTC,2024-07-15 23:06:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3.1,,NA,100,100,75,0,,,,,,
0febbc40-5d07-4e37-8675-6e15dc88805b,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2,2024-07-15 23:06:49 UTC,2024-07-15 23:07:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,yes,no,3,,NA,100,100,100,0,,,,,,
