fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,plant_species,plant_species_other,plant_species_cover,veg_cover_notes,plant_photos,plant_photos_caption,plant_photos_url
456d33bd-12d2-4c37-99c5-e2114d407fbe,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17503014393897,-147.63117919627086,POINT (-147.63117919627086 65.17503014393897),2024-07-14 23:50:29 UTC,2024-07-14 23:50:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,35,,,,
00332f02-420d-41e1-a5ca-1ac68eb9d48f,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502951868744,-147.63117540150222,POINT (-147.63117540150222 65.17502951868744),2024-07-14 23:50:49 UTC,2024-07-14 23:50:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,0.1,,,,
756dd156-671f-4ff1-86d9-557ac30b199e,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.175022736514,-147.63119160282238,POINT (-147.63119160282238 65.175022736514),2024-07-14 23:50:59 UTC,2024-07-14 23:51:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,0.1,,,,
5a949ba3-6e93-431c-8ee9-fa2acfc0a7cd,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506431450502,-147.63114364730185,POINT (-147.63114364730185 65.17506431450502),2024-07-14 23:57:46 UTC,2024-07-14 23:57:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Cornus canadensis,,1,,,,
cc98ec7b-4c65-4e0b-8437-a5a799694cb8,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.1750674591633,-147.6311451789042,POINT (-147.6311451789042 65.1750674591633),2024-07-14 23:57:54 UTC,2024-07-14 23:58:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium vitis-idaea,,0.1,,,,
25048126-e016-419b-8996-a6aebb242d4b,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506130962265,-147.63114137908195,POINT (-147.63114137908195 65.17506130962265),2024-07-14 23:58:04 UTC,2024-07-14 23:58:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],,0.1,,,,
1047c4bf-8ad7-495c-aef0-6cfbf64b3db2,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17505694274156,-147.63113151592287,POINT (-147.63113151592287 65.17505694274156),2024-07-14 23:58:14 UTC,2024-07-14 23:58:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Betula nana,,18,,,,
32398a2a-7643-4987-a78c-8c0a69ce32ea,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506531565803,-147.63115322824058,POINT (-147.63115322824058 65.17506531565803),2024-07-14 23:58:30 UTC,2024-07-14 23:58:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,2,,,,
26709e0b-0b1e-4128-9a34-14dc1273ad3f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506964194975,-147.63114948426937,POINT (-147.63114948426937 65.17506964194975),2024-07-14 23:58:44 UTC,2024-07-14 23:59:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Carex spp,2,,,,
16041215-7980-4924-9ba7-1876eb58b379,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506193802105,-147.63115086324498,POINT (-147.63115086324498 65.17506193802105),2024-07-14 23:59:12 UTC,2024-07-14 23:59:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,0.1,,,,
3dc7f21c-6cad-42f4-ae33-dad36bed7887,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.1750759506147,-147.63113745681565,POINT (-147.63113745681565 65.1750759506147),2024-07-14 23:59:22 UTC,2024-07-14 23:59:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,2,,,,
74c5d894-c567-40e7-aa13-6ea0c17d2935,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17507300495193,-147.63115520404668,POINT (-147.63115520404668 65.17507300495193),2024-07-14 23:59:32 UTC,2024-07-14 23:59:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,,,,
6c6ba9f6-4381-4d41-9644-7b92157401e9,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17509953124956,-147.6311025304232,POINT (-147.6311025304232 65.17509953124956),2024-07-15 00:04:42 UTC,2024-07-15 00:04:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Cornus canadensis,,9,,,,
b8bca118-d04f-495e-bebb-ea4a4f95f81b,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510285297477,-147.63110398959884,POINT (-147.63110398959884 65.17510285297477),2024-07-15 00:04:53 UTC,2024-07-15 00:05:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Betula nana,,8,,,,
a15c695d-e274-4103-a960-02f144fccab6,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17509702746933,-147.63110507711252,POINT (-147.63110507711252 65.17509702746933),2024-07-15 00:05:02 UTC,2024-07-15 00:05:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,0.1,,,,
f0ee241c-4f9a-47a2-a729-92ba10b4ddba,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510535900583,-147.63110821190492,POINT (-147.63110821190492 65.17510535900583),2024-07-15 00:05:12 UTC,2024-07-15 00:05:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,1,,,,
4343396d-6ba2-4d77-a48c-3d68b22c9b8f,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510563305056,-147.63109859487088,POINT (-147.63109859487088 65.17510563305056),2024-07-15 00:05:22 UTC,2024-07-15 00:05:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,,,,
fd971953-862d-4b24-9f88-7beb3c1c1d11,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17511683987962,-147.6310980880145,POINT (-147.6310980880145 65.17511683987962),2024-07-15 00:09:09 UTC,2024-07-15 00:09:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Cornus canadensis,,5,,,,
2a3e01ea-8c23-4cc8-a40d-f7c43f084e9d,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513527955528,-147.63108871185466,POINT (-147.63108871185466 65.17513527955528),2024-07-15 00:09:17 UTC,2024-07-15 00:09:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,2,,,,
d19202d2-49fc-44c3-b444-044d0e89e9ee,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.1751379741086,-147.63109088804308,POINT (-147.63109088804308 65.1751379741086),2024-07-15 00:09:23 UTC,2024-07-15 00:09:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium vitis-idaea,,4,,,,
6d1c201d-2c68-477a-8991-ff3876f5f8de,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17512629628206,-147.63107641396448,POINT (-147.63107641396448 65.17512629628206),2024-07-15 00:09:29 UTC,2024-07-15 00:09:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,1,,,,
8a32669d-35b8-443a-85d5-e6c2874807db,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17512801965492,-147.63106176286882,POINT (-147.63106176286882 65.17512801965492),2024-07-15 00:09:56 UTC,2024-07-15 00:10:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,3,,,,
eac0838d-bf1a-44d0-a622-b25f42dcf69c,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.1751383473911,-147.63107095374892,POINT (-147.63107095374892 65.1751383473911),2024-07-15 00:10:05 UTC,2024-07-15 00:10:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,2,,,,
6d20acc3-7d2e-4099-bdbf-01ac8becb443,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17514287791921,-147.63105686058455,POINT (-147.63105686058455 65.17514287791921),2024-07-15 00:10:16 UTC,2024-07-15 00:10:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Carex spp,12,,,,
6bc253b6-a811-405d-b1fe-94a17e8bdfba,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.1751683466746,-147.63106958954373,POINT (-147.63106958954373 65.1751683466746),2024-07-15 00:15:23 UTC,2024-07-15 00:15:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix spp,,3,,,,
4d65f91e-0d44-42b7-969b-8b7ea242ee5a,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.1751685981317,-147.63106506331604,POINT (-147.63106506331604 65.1751685981317),2024-07-15 00:15:39 UTC,2024-07-15 00:15:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Epilobium angustifolium [Chamerion angustifolium],,1,,,,
ad9be7ae-e772-441c-b3d0-f35c4867e03f,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.1751607044381,-147.63106154186138,POINT (-147.63106154186138 65.1751607044381),2024-07-15 00:15:51 UTC,2024-07-15 00:15:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,2,,,,
d85b9ecd-7447-458d-b2c8-3f5fc4ff4ae5,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.1751739766679,-147.6310439413584,POINT (-147.6310439413584 65.1751739766679),2024-07-15 00:15:57 UTC,2024-07-15 00:16:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium vitis-idaea,,1,,,,
96fa497d-d58f-4750-9cc8-e01739bc2292,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516763105583,-147.63104952213223,POINT (-147.63104952213223 65.17516763105583),2024-07-15 00:16:09 UTC,2024-07-15 00:16:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Carex spp,12,Same as b9,,,
c9a55deb-63ab-483b-90a2-625af402b7d3,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515218244031,-147.63106488813924,POINT (-147.63106488813924 65.17515218244031),2024-07-15 00:16:43 UTC,2024-07-15 00:17:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,1,,,,
81d815ea-1f00-419b-801f-fecd678d81b4,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516053479861,-147.6310635331505,POINT (-147.6310635331505 65.17516053479861),2024-07-15 00:17:15 UTC,2024-07-15 00:17:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Equisetum sylvaticum,,0.1,,,,
a0833ec6-8e7c-40bf-a4b0-24c68e54a251,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515821871793,-147.63106229415953,POINT (-147.63106229415953 65.17515821871793),2024-07-15 00:17:29 UTC,2024-07-15 00:17:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,2,,,,
4522f93d-760c-4806-905e-426faada643a,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516361634999,-147.63106147432302,POINT (-147.63106147432302 65.17516361634999),2024-07-15 00:17:38 UTC,2024-07-15 00:17:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,0.1,,,,
17aa27be-8dda-49dc-a5b5-e72f0c188842,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518087761985,-147.63104209690133,POINT (-147.63104209690133 65.17518087761985),2024-07-15 00:25:50 UTC,2024-07-15 00:26:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Betula neoalaskana,,8,,,,
68a6e37b-844e-4d10-9629-fb88fb585e3f,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518519388386,-147.63105404280094,POINT (-147.63105404280094 65.17518519388386),2024-07-15 00:26:06 UTC,2024-07-15 00:26:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,4,,,,
e7ed3e2a-3277-4613-bcd9-c7040f945f1e,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518240540377,-147.63105297146575,POINT (-147.63105297146575 65.17518240540377),2024-07-15 00:26:27 UTC,2024-07-15 00:26:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,5,,,,
86c1d0b5-1c15-40fa-9e4c-f65aa57ea9bd,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518122395192,-147.63105172546628,POINT (-147.63105172546628 65.17518122395192),2024-07-15 00:26:44 UTC,2024-07-15 00:27:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Carex spp,4,,,,
90292b24-6ee6-470d-8a7a-1a5e69d17c86,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.1751839182242,-147.63102652297667,POINT (-147.63102652297667 65.1751839182242),2024-07-15 00:27:56 UTC,2024-07-15 00:28:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Epilobium angustifolium [Chamerion angustifolium],,1,,,,
3f99c6c6-5a4b-4144-b032-6f02db58ca34,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518292067898,-147.63103896350208,POINT (-147.63103896350208 65.17518292067898),2024-07-15 00:28:08 UTC,2024-07-15 00:28:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,0.1,,,,
fe5bdf28-7c1c-43a0-98a7-6e538f3df2a6,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.1751796702434,-147.6310512459019,POINT (-147.6310512459019 65.1751796702434),2024-07-15 00:28:19 UTC,2024-07-15 00:28:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium vitis-idaea,,0.1,,,,
e3be1f9b-424f-4e17-a8fc-3460660cbc19,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518088470392,-147.63104346003865,POINT (-147.63104346003865 65.17518088470392),2024-07-15 00:28:26 UTC,2024-07-15 00:28:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ledum palustre subsp. decumbens [Rhododendron tomentosum],,0.1,,,,
f3d293c1-c820-478d-8b0f-95cf254223de,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518188721287,-147.63103364329447,POINT (-147.63103364329447 65.17518188721287),2024-07-15 00:28:37 UTC,2024-07-15 00:28:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,0.1,,,,
eafe5dd1-70a8-41f2-a5dd-1976ec6a8ac7,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17521742271741,-147.6310076472793,POINT (-147.6310076472793 65.17521742271741),2024-07-15 00:32:00 UTC,2024-07-15 00:32:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Betula nana,,4,,,,
0c642e78-87b9-4cbf-aa6b-5814b00c699d,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17521687789396,-147.63100798255542,POINT (-147.63100798255542 65.17521687789396),2024-07-15 00:32:08 UTC,2024-07-15 00:32:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,1,,,,
5ddfc9f2-eeb2-43a1-88bf-633649bf7ee9,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.1752166683464,-147.6310082340125,POINT (-147.6310082340125 65.1752166683464),2024-07-15 00:32:14 UTC,2024-07-15 00:32:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Cornus canadensis,,1,,,,
1463a3fe-82a5-419a-a65d-d452ca832b30,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.1752111784135,-147.63100949168913,POINT (-147.63100949168913 65.1752111784135),2024-07-15 00:32:23 UTC,2024-07-15 00:32:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Epilobium angustifolium [Chamerion angustifolium],,3,,,,
1011f16b-6f9d-4aaa-bd82-9cff1e90bbb1,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17520870436675,-147.63100628263237,POINT (-147.63100628263237 65.17520870436675),2024-07-15 00:32:42 UTC,2024-07-15 00:32:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Equisetum sylvaticum,,4,,,,
e1d6ec4a-48ef-48f3-86d7-a1d9f3e90db4,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17520900362585,-147.63100682698388,POINT (-147.63100682698388 65.17520900362585),2024-07-15 00:32:52 UTC,2024-07-15 00:33:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Calamagrostis canadensis,,6,,,,
078cccd7-c683-4dc2-98ef-a5135181f417,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17519865505074,-147.63099636272645,POINT (-147.63099636272645 65.17519865505074),2024-07-15 00:33:34 UTC,2024-07-15 00:34:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Carex spp,5,Same as rest of site,,,
08bd38d6-ae33-4ad5-a555-32bd7cd80206,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17520883680366,-147.63097729630292,POINT (-147.63097729630292 65.17520883680366),2024-07-15 00:34:02 UTC,2024-07-15 00:34:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse woody debris,,2,,,,
eabeb0eb-5d95-4409-a3f1-583759173219,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17520716064243,-147.63097661945278,POINT (-147.63097661945278 65.17520716064243),2024-07-15 00:34:10 UTC,2024-07-15 00:34:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,0.1,,,,
2170c58f-859f-4348-a3b2-847412ca55f9,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17520276349404,-147.63100394415494,POINT (-147.63100394415494 65.17520276349404),2024-07-15 00:36:12 UTC,2024-07-15 00:36:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Spiraea beauverdiana (stevenii),,0.1,,,,
f69912ae-a124-48fc-9896-7e64323d3691,f09963b3-a378-4c62-aac1-ddf66da63e16,f09963b3-a378-4c62-aac1-ddf66da63e16,2,65.17508310271934,-147.6311144327257,POINT (-147.6311144327257 65.17508310271934),2024-07-15 00:38:59 UTC,2024-07-15 00:39:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Betula nana,,1,,,,
33906dee-9dcb-4d3c-9e05-dcd28b315076,f09963b3-a378-4c62-aac1-ddf66da63e16,f09963b3-a378-4c62-aac1-ddf66da63e16,2,65.17508097584157,-147.63111344828945,POINT (-147.63111344828945 65.17508097584157),2024-07-15 00:39:19 UTC,2024-07-15 00:39:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Epilobium angustifolium [Chamerion angustifolium],,1,,,,
6d8d2484-7b93-491d-b46b-4048e6e4be42,f09963b3-a378-4c62-aac1-ddf66da63e16,f09963b3-a378-4c62-aac1-ddf66da63e16,2,65.17508256962118,-147.63111243422966,POINT (-147.63111243422966 65.17508256962118),2024-07-15 00:39:28 UTC,2024-07-15 00:39:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Vaccinium uliginosum,,1,,,,
6709633c-bbcc-4f5d-b54b-8d480ce3b4dd,f09963b3-a378-4c62-aac1-ddf66da63e16,f09963b3-a378-4c62-aac1-ddf66da63e16,2,65.17508828810922,-147.63111437132832,POINT (-147.63111437132832 65.17508828810922),2024-07-15 00:39:36 UTC,2024-07-15 00:39:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Cornus canadensis,,4,,,,
