fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,species_,species__other,seedling_count,seedling_notes,bd1,bd2,bd3
c864d21f-a2ef-4a2a-9d28-6fd0d2f73cd6,dc712cf3-f9f0-471a-b9b4-9c37ac723fad,dc712cf3-f9f0-471a-b9b4-9c37ac723fad,2,2024-07-16 20:25:10 UTC,2024-07-16 20:27:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,3,,0.02,0.01,0.01
8d34c798-02b0-4701-b8c0-46d4877aca76,dc712cf3-f9f0-471a-b9b4-9c37ac723fad,dc712cf3-f9f0-471a-b9b4-9c37ac723fad,2,2024-07-16 20:25:23 UTC,2024-07-16 20:27:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,7,,0.02,0.05,0.12
af9fe930-80b8-475f-a7bd-341e52966d0f,aa45b7fb-4f71-4dad-909b-d50385dd83cb,aa45b7fb-4f71-4dad-909b-d50385dd83cb,2,2024-07-16 21:45:33 UTC,2024-07-16 21:46:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,,0.05,0.01,
3088a738-e24d-46eb-a994-526865704e53,30975695-ad1e-484f-8bfb-c49ab41140f1,30975695-ad1e-484f-8bfb-c49ab41140f1,2,2024-07-16 21:51:09 UTC,2024-07-16 21:52:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,,0.04,0.05,
78ad854e-4d3f-40dc-af1b-fcd09058269e,52993389-cb4f-4656-88a3-6f34661481d9,52993389-cb4f-4656-88a3-6f34661481d9,2,2024-07-16 21:57:24 UTC,2024-07-16 21:57:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.1,,
67299ee4-cfc8-48ac-94e8-0baebee0868c,90ece7da-05b0-4f06-919c-038b72e78d3d,90ece7da-05b0-4f06-919c-038b72e78d3d,2,2024-07-16 23:11:33 UTC,2024-07-16 23:12:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.05,,
859d5a93-56f6-4315-915a-d2cb4aa54018,862da22b-8bf4-42a3-b293-ec0986e2a055,862da22b-8bf4-42a3-b293-ec0986e2a055,2,2024-07-16 23:19:40 UTC,2024-07-16 23:20:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,5,,0.55,0.5,0.05
d90a209d-9f40-4b4a-9348-5e669ccb37e7,862da22b-8bf4-42a3-b293-ec0986e2a055,862da22b-8bf4-42a3-b293-ec0986e2a055,2,2024-07-16 23:20:37 UTC,2024-07-16 23:21:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,3,,0.5,0.5,0.55
114c41ee-704d-4b8d-93af-9b312fbe1ebe,862da22b-8bf4-42a3-b293-ec0986e2a055,862da22b-8bf4-42a3-b293-ec0986e2a055,2,2024-07-16 23:21:23 UTC,2024-07-16 23:23:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,13,,0.5,0.5,0.45
c2485cc0-3077-4547-8185-7fed93ea1dd1,584e05aa-0663-4f08-a0fe-11d9802821f4,584e05aa-0663-4f08-a0fe-11d9802821f4,2,2024-07-16 18:35:09 UTC,2024-07-16 18:37:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,15,,0.1,0.15,0.1
b1899909-bdcf-48c3-a1c7-3502a10ef7b8,584e05aa-0663-4f08-a0fe-11d9802821f4,584e05aa-0663-4f08-a0fe-11d9802821f4,2,2024-07-16 18:37:29 UTC,2024-07-16 18:39:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,13,,0.15,0.08,0.25
a1a4e007-6a40-4646-8084-2a0c7d04373e,584e05aa-0663-4f08-a0fe-11d9802821f4,584e05aa-0663-4f08-a0fe-11d9802821f4,2,2024-07-16 18:39:49 UTC,2024-07-16 18:40:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.18,,
453d807e-47cb-4599-a371-8c8a9b6fa2a2,0f60e71e-18fb-407c-93b7-216725fbd490,0f60e71e-18fb-407c-93b7-216725fbd490,2,2024-07-16 18:20:26 UTC,2024-07-16 18:23:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,15,,0.09,0.01,0.06
0dc977ee-7aaf-497a-8388-f23dfaefba60,0f60e71e-18fb-407c-93b7-216725fbd490,0f60e71e-18fb-407c-93b7-216725fbd490,2,2024-07-16 18:41:28 UTC,2024-07-16 18:41:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.01,,
6ca64e7f-6695-4507-89d0-b1a67709c1c8,8f6790bd-064b-4686-8d87-7e1b1a16d4f7,8f6790bd-064b-4686-8d87-7e1b1a16d4f7,2,2024-07-16 18:57:40 UTC,2024-07-16 18:57:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.15,,
3be359fc-7c92-43b0-bcfc-cfa3eae03fc8,50de061d-4c14-4d89-9eac-5d89052c9727,50de061d-4c14-4d89-9eac-5d89052c9727,2,2024-07-16 19:08:59 UTC,2024-07-16 19:10:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,7,,0.01,0.01,0.01
f04e0b54-4d73-4d87-b612-cfc6c12222fc,d8c14f4c-500c-42c8-a1bc-fb1a94cc9459,d8c14f4c-500c-42c8-a1bc-fb1a94cc9459,2,2024-07-16 19:46:18 UTC,2024-07-16 19:47:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,6,.05,0.6,0.05,
19121ac7-70f0-4035-a05a-cbbbcc1662f5,d8c14f4c-500c-42c8-a1bc-fb1a94cc9459,d8c14f4c-500c-42c8-a1bc-fb1a94cc9459,2,2024-07-16 19:47:20 UTC,2024-07-16 19:48:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,4,0.05,0.05,0.05,
5ab801b9-fc9e-4c36-be6b-013afc25399a,b6eef62e-e087-4e06-8678-6a9b89c900c4,b6eef62e-e087-4e06-8678-6a9b89c900c4,2,2024-07-16 19:55:28 UTC,2024-07-16 19:56:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,4,0.15,0.1,0.3,
f6c21889-06c4-4913-9e3c-1598b14f4b93,b6eef62e-e087-4e06-8678-6a9b89c900c4,b6eef62e-e087-4e06-8678-6a9b89c900c4,2,2024-07-16 19:56:45 UTC,2024-07-16 19:58:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,3,0.17,0.12,0.1,
d5adacdc-136c-43b0-88e1-a0a28914d916,b707602e-5d9e-4647-a717-cd3c5fad8910,b707602e-5d9e-4647-a717-cd3c5fad8910,2,2024-07-16 20:06:13 UTC,2024-07-16 20:07:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.01,,
39b618bc-5c52-4d75-a647-2ce958cbe175,b707602e-5d9e-4647-a717-cd3c5fad8910,b707602e-5d9e-4647-a717-cd3c5fad8910,2,2024-07-16 20:07:07 UTC,2024-07-16 20:08:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,3,,0.1,0.01,0.01
49ece62b-bd34-42ad-9b06-c3cf5b529a37,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,2024-07-16 20:16:24 UTC,2024-07-16 20:18:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,10,0.15,0.1,0.19,
857dd108-d946-47d1-ab36-8d4eff8beb5e,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,2024-07-16 20:19:00 UTC,2024-07-16 20:19:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.21,,
154ea9aa-7012-4b6e-a925-ec252abbd396,3613b0b6-2513-4f36-b3c5-6902f927f527,3613b0b6-2513-4f36-b3c5-6902f927f527,2,2024-07-16 20:19:10 UTC,2024-07-16 20:20:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,3,,0.1,0.15,0.16
d348d790-f1d7-4b0d-97fb-01ccbf8b44f9,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,2024-07-16 20:28:24 UTC,2024-07-16 20:30:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,3,,0.1,0.05,0.05
d6afd7e0-0f61-4c1e-b9fa-c36850efb40e,a612385c-21b1-4b8b-9847-75f7663e8334,a612385c-21b1-4b8b-9847-75f7663e8334,2,2024-07-16 20:30:30 UTC,2024-07-16 20:31:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.2,0.15,0.25
ef514a1f-d84f-4d10-969a-df860285eada,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,2024-07-16 21:33:53 UTC,2024-07-16 21:34:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.1,,
f7e98f32-bd29-4726-9f2f-b7327e2095d6,9ddb5662-267e-41ba-b530-6d2760cd2d27,9ddb5662-267e-41ba-b530-6d2760cd2d27,2,2024-07-16 21:34:52 UTC,2024-07-16 21:35:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,3,,0.1,0.1,0.1
5c6e7ed7-6dd5-459b-8035-8aa126e8656c,9cf9c1a3-1973-4760-afc7-26f9b54da072,9cf9c1a3-1973-4760-afc7-26f9b54da072,2,2024-07-16 21:53:38 UTC,2024-07-16 21:53:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.12,,
7e099d65-99b3-4179-8537-20ec0c0f06ea,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,2024-07-16 21:58:59 UTC,2024-07-16 21:59:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.1,,
9951d300-a33e-48ec-820d-be866019bb16,724acfcf-b7ae-46b4-a321-498d30642ac9,724acfcf-b7ae-46b4-a321-498d30642ac9,2,2024-07-16 21:59:27 UTC,2024-07-16 22:00:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.01,0.11,0.11
47bb4c54-6a86-4be1-8bd6-efc98c1af087,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,3cb8b716-9cc1-47fe-9f2b-f08b8b1eb342,2,2024-07-16 23:08:56 UTC,2024-07-16 23:09:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.01,,
5c21b81a-b08f-4336-b09a-5973328e27d8,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,2024-07-16 23:16:12 UTC,2024-07-16 23:16:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.05,,
fbd4682f-4cf8-4f9b-92ab-8f984b6e3595,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,2024-07-16 23:16:30 UTC,2024-07-16 23:16:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,2,,0.1,0.15,
1e9dba96-06d2-4dad-8e43-c61ef4918f0d,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,5c0c9b17-ea1c-4317-a190-63ac60c8fed6,2,2024-07-16 23:16:44 UTC,2024-07-16 23:17:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.2,,
210e1666-13c8-48d7-a1d9-4fa8e5cf7e4d,93a6e819-eea3-438c-ae76-04519a16aaef,93a6e819-eea3-438c-ae76-04519a16aaef,2,2024-07-16 23:24:27 UTC,2024-07-16 23:25:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.1,,
eae20f43-40d2-4d46-abf0-0ee2e5c9bf80,9f1f7460-71ff-489f-9863-bf6143bfa198,9f1f7460-71ff-489f-9863-bf6143bfa198,2,2024-07-16 22:58:49 UTC,2024-07-16 23:00:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,,0.01,0.01,
cc6e9ccf-dcd5-4e1b-8523-a9d600448adf,e881b430-b746-40a6-a91c-3d4335052e17,e881b430-b746-40a6-a91c-3d4335052e17,1,2024-07-17 17:58:40 UTC,2024-07-17 17:59:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.3,,
cc65548d-7837-43e0-84f8-62922a255f41,beb19b76-60f1-4269-a3cc-db1b4bcf0d3a,beb19b76-60f1-4269-a3cc-db1b4bcf0d3a,1,2024-07-17 18:08:13 UTC,2024-07-17 18:08:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.1,,
0df6ff77-169a-4952-b420-e32084e5b857,9fe13dd6-c98c-4545-aaa2-70c5ee02875a,9fe13dd6-c98c-4545-aaa2-70c5ee02875a,2,2024-07-23 22:12:39 UTC,2024-07-23 22:12:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.22,,
b216a29b-511e-4569-beb4-008291a8ae50,9fe13dd6-c98c-4545-aaa2-70c5ee02875a,9fe13dd6-c98c-4545-aaa2-70c5ee02875a,2,2024-07-23 22:12:56 UTC,2024-07-23 22:13:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.36,,
0d072675-600c-4423-bb28-06d8cddcdae7,b0110be9-cb3e-4ee2-8865-88efffb55085,b0110be9-cb3e-4ee2-8865-88efffb55085,1,2024-07-23 22:21:12 UTC,2024-07-23 22:21:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,3,,0.08,0.1,0.09
c3c7a78a-8625-4584-a9e5-f710bca2684b,1101beb4-4ee0-4cee-a1cf-5a455690eff1,1101beb4-4ee0-4cee-a1cf-5a455690eff1,1,2024-07-23 22:27:48 UTC,2024-07-23 22:28:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,,1.26,1.08,
1cfdfc2a-70cb-431a-89bd-f19deed87125,884d5829-f07a-4e21-99ac-a19b150b9553,884d5829-f07a-4e21-99ac-a19b150b9553,1,2024-07-23 22:34:53 UTC,2024-07-23 22:36:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,9,,0.08,0.1,0.15
499cf117-356d-4acc-bdbf-d0415eb7e4e5,30d29f71-57c8-4b0c-a18f-7b079e543a2d,30d29f71-57c8-4b0c-a18f-7b079e543a2d,1,2024-07-23 22:43:19 UTC,2024-07-23 22:44:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,5,,0.14,0.04,0.03
56828fde-c344-48b3-afdd-7635b8fd073e,d77e759f-2d13-4788-afff-2965bc8d3c77,d77e759f-2d13-4788-afff-2965bc8d3c77,1,2024-07-23 23:01:30 UTC,2024-07-23 23:03:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.06,0.01,0.17
b85d7de8-b954-435f-a883-af52319b6a73,185a6897-084e-49ac-bf5e-127cdab81d74,185a6897-084e-49ac-bf5e-127cdab81d74,1,2024-07-23 23:11:20 UTC,2024-07-23 23:11:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.01,,
89a74cb5-b930-4e9f-9f1a-3424456a2e5c,185a6897-084e-49ac-bf5e-127cdab81d74,185a6897-084e-49ac-bf5e-127cdab81d74,1,2024-07-23 23:12:28 UTC,2024-07-23 23:12:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.13,0.09,0.09
f4045064-0411-4a68-b8d7-c57814c9ca69,f4846e88-4108-43bb-88ba-6f0639d770a5,f4846e88-4108-43bb-88ba-6f0639d770a5,1,2024-07-23 01:39:19 UTC,2024-07-23 01:43:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.11,0.1,0.11
45848d31-bed4-4380-ba51-181c078bed76,f4846e88-4108-43bb-88ba-6f0639d770a5,f4846e88-4108-43bb-88ba-6f0639d770a5,1,2024-07-23 01:39:26 UTC,2024-07-23 01:42:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.11,,
d2520e21-b33f-4724-a3a3-8eab2d0d8f82,f4846e88-4108-43bb-88ba-6f0639d770a5,f4846e88-4108-43bb-88ba-6f0639d770a5,1,2024-07-23 01:39:39 UTC,2024-07-23 01:42:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,20,,0.11,0.12,0.11
fef6da84-f4f2-4826-a42e-6d194c7ae37a,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 01:49:30 UTC,2024-07-23 02:01:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,16,,0.11,0.12,0.11
7e6bbe80-a27a-489e-9491-6671313c4c9e,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:00:30 UTC,2024-07-23 02:02:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,5,,0.1,0.1,0.1
50eac4a3-bed3-4bd7-a9a8-5799e3c83954,8cf97ed9-f005-41ea-878d-022b24b4d846,8cf97ed9-f005-41ea-878d-022b24b4d846,1,2024-07-23 18:20:28 UTC,2024-07-23 18:20:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,,0.2,0.45,
c96d9a34-9a96-4f92-8d82-531f543e69a6,8cf97ed9-f005-41ea-878d-022b24b4d846,8cf97ed9-f005-41ea-878d-022b24b4d846,1,2024-07-23 18:21:12 UTC,2024-07-23 18:21:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.28,,
4696c90b-2334-4dfa-9d11-8a15aaac7b85,8cf97ed9-f005-41ea-878d-022b24b4d846,8cf97ed9-f005-41ea-878d-022b24b4d846,1,2024-07-23 18:21:26 UTC,2024-07-23 18:22:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,7,,0.05,0.05,0.01
351ad147-dc26-4b2c-a5bb-4187030bdc02,94ef6895-e8f2-416d-8c06-a91d85971bd4,94ef6895-e8f2-416d-8c06-a91d85971bd4,1,2024-07-23 18:36:44 UTC,2024-07-23 18:36:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,2,,0.1,0.08,
14b5e3d4-4a42-4a93-bb82-954d1454d143,6c9dc177-1cbb-48a1-ad72-e1beea3b5ad8,6c9dc177-1cbb-48a1-ad72-e1beea3b5ad8,1,2024-07-23 20:33:23 UTC,2024-07-23 20:33:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,0,,0.35,0.27,
bf5739c3-1769-4071-836a-8feee98e2f2b,fc5918fe-948a-4eeb-9fa2-245a9232952a,fc5918fe-948a-4eeb-9fa2-245a9232952a,1,2024-07-23 20:44:06 UTC,2024-07-23 20:45:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,4,,0.01,0.05,0.05
163906a5-bb55-4912-a74b-92899f0478cc,474af61c-5ad9-40d5-84f9-8192ee73e009,474af61c-5ad9-40d5-84f9-8192ee73e009,1,2024-07-23 21:04:30 UTC,2024-07-23 21:04:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,6,,0.01,0.1,0.15
9d83b28d-0004-459e-9c82-4c7cae375758,2773d7ae-b7e9-4100-b520-9adeef343769,2773d7ae-b7e9-4100-b520-9adeef343769,1,2024-07-22 19:53:20 UTC,2024-07-22 19:55:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,8,,0.14,0.08,0.1
fec95040-759b-4538-a71f-33d94a9c7344,2773d7ae-b7e9-4100-b520-9adeef343769,2773d7ae-b7e9-4100-b520-9adeef343769,1,2024-07-22 19:55:29 UTC,2024-07-22 19:55:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.16,,
683cbc61-16e1-46e5-8013-4a93776dd85c,8bf91080-f2e1-426e-8be7-aa3a6e8c7735,8bf91080-f2e1-426e-8be7-aa3a6e8c7735,1,2024-07-22 20:15:53 UTC,2024-07-22 20:16:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.05,,
72d0ecbf-b922-48ed-b813-74562b8647e2,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:30:06 UTC,2024-07-23 00:31:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,5,,0.13,0.08,0.17
eb9ee428-6083-4860-9226-34d80bdd92fc,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:31:49 UTC,2024-07-23 00:36:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,1,,0.05,,
12d7b08c-3c2d-4eb7-999f-4c323e009ad0,75c728bb-3d5e-43a7-93f2-1bc405bbf04f,75c728bb-3d5e-43a7-93f2-1bc405bbf04f,1,2024-07-22 22:08:05 UTC,2024-07-22 22:08:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,2,.10,0.11,,
a02d69da-ff97-4564-9694-62b0584785c7,46d05d32-dfb6-45cd-b517-c4dab84be5aa,46d05d32-dfb6-45cd-b517-c4dab84be5aa,1,2024-07-22 22:23:02 UTC,2024-07-22 22:26:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,12,,0.16,0.06,0.06
d6a5034c-c1a0-4b10-ae97-1343caf85cb3,46d05d32-dfb6-45cd-b517-c4dab84be5aa,46d05d32-dfb6-45cd-b517-c4dab84be5aa,1,2024-07-22 22:23:12 UTC,2024-07-22 22:25:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,2,,0.47,1.21,
3b2345da-15fe-46b5-bee5-5d1b6ae703cb,dfa5e6ec-8f14-489e-a4ee-c2d197d4e748,dfa5e6ec-8f14-489e-a4ee-c2d197d4e748,1,2024-07-22 22:42:20 UTC,2024-07-22 22:42:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,birch,,15,,1.85,1.39,0.55
48c0471c-6fe3-447d-9ca5-0abb4bae406c,dfa5e6ec-8f14-489e-a4ee-c2d197d4e748,dfa5e6ec-8f14-489e-a4ee-c2d197d4e748,1,2024-07-22 22:43:12 UTC,2024-07-22 22:43:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.15,,
83a4a8ac-9319-4ab2-b291-f302c776ee22,568327e4-1030-4faf-b08e-98936bd0d499,568327e4-1030-4faf-b08e-98936bd0d499,1,2024-07-22 22:56:39 UTC,2024-07-22 22:57:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,1,,0.13,,
5e0245b0-3ebb-49a8-9d7d-987e5c40b9e2,568327e4-1030-4faf-b08e-98936bd0d499,568327e4-1030-4faf-b08e-98936bd0d499,1,2024-07-22 22:57:27 UTC,2024-07-22 22:57:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,1,,0.33,,
97201862-e8c2-44c8-a12b-1dfd69af6864,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,1,2024-07-22 23:06:25 UTC,2024-07-22 23:08:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,black spruce,,9,,0.02,0.01,0.06
008aff2f-728e-4a02-875b-497d3b7aac62,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,1,2024-07-22 23:08:46 UTC,2024-07-22 23:09:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,aspen,,2,,0.16,0.34,
