fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,site,plot,count_1_hr,1_hr_fuel_notes,count_10_hr,10_hr_fuel_notes,count_100_hr,100_hr_fuel_notes,count_1000_hr,1000_hr_fuel_notes
b8d8cda4-6ef6-4332-8476-0b61d6ec31f2,2024-07-15 21:13:51 UTC,2024-07-15 21:14:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:02 UTC,2024-07-16 04:56:02 UTC,1,,,,,,,2024-07-15,Lost horse ,LoHo1,B,0,,0,,0,,0,
256260f1-56ba-4b7c-8da1-8e0b606a6955,2024-07-15 21:14:46 UTC,2024-07-15 21:15:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:03 UTC,2024-07-16 04:56:03 UTC,1,,,,,,,2024-07-15,Lost horse ,LoHo1 ,C,0,,1,,0,,0,
dd9e7cb8-88f2-4fee-b4aa-df70147723ca,2024-07-15 23:14:17 UTC,2024-07-15 23:14:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:03 UTC,2024-07-16 04:56:03 UTC,1,,,,,,,2024-07-15,Lost horse ,LoHo2,C,2,,0,,0,,0,
4a7152f8-6c78-4b8e-90c9-885202ab3ac7,2024-07-15 23:14:42 UTC,2024-07-15 23:15:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:04 UTC,2024-07-16 04:56:04 UTC,1,,,,,,,2024-07-15,Lost horse ,LoHo2,B,5,,4,,1,,0,
a60358a0-cda7-43ac-bc0f-f1b90773b465,2024-07-15 23:15:13 UTC,2024-07-15 23:15:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:04 UTC,2024-07-16 04:56:04 UTC,1,,,,,,,2024-07-15,Lost horse ,LoHo2,A,0,,0,,0,,0,
ef4380ff-2e9a-44f3-9a36-a6966f45c17f,2024-07-16 00:28:30 UTC,2024-07-16 00:30:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:53 UTC,2024-07-16 04:56:53 UTC,1,,,,,,,2024-07-15,Lost horse,LOHO3,A,2,,0,,0,,0,
54c2483e-320c-43e9-acee-60b2b9244b31,2024-07-16 00:30:56 UTC,2024-07-16 00:32:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:53 UTC,2024-07-16 04:56:53 UTC,1,,,,,,,2024-07-15,Lost horse,LOHO3,B,3,,1,,1,,0,
b5f4d438-613b-4ba1-811a-6a30f6fab392,2024-07-16 00:32:27 UTC,2024-07-16 00:33:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:54 UTC,2024-07-16 04:56:54 UTC,1,,,,,,,2024-07-15,Lost horse,LOHO3,C,3,,0,,0,,0,
14339845-24fa-49ba-994b-b65e3fe88727,2024-07-16 18:23:39 UTC,2024-07-16 18:25:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:12 UTC,2024-07-17 06:22:12 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr1,A,5,,3,,0,,0,
8412a11d-43ef-40e0-bf0e-94a08ec967eb,2024-07-16 18:25:31 UTC,2024-07-16 18:26:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:13 UTC,2024-07-17 06:22:13 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr1,B,0,,2,,0,,1,
5bd715ad-09b7-4cc1-a485-0aeea4936858,2024-07-16 18:26:39 UTC,2024-07-16 18:27:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:14 UTC,2024-07-17 06:22:14 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr1 ,C,0,,0,,0,,0,
bbecc7f4-633b-4bba-9fe4-c28094a0b12a,2024-07-16 19:51:23 UTC,2024-07-16 19:52:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:14 UTC,2024-07-17 06:22:14 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr2,A,10,,4,,5,,1,
014acaae-4528-4f4f-92b3-a9fedc7cc635,2024-07-16 19:52:15 UTC,2024-07-16 19:53:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:14 UTC,2024-07-17 06:22:14 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr2,B,3,,2,,16,,3,
839e7e96-6a5b-4aed-8058-bd95c753b3a7,2024-07-16 19:53:40 UTC,2024-07-16 19:55:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:15 UTC,2024-07-17 06:22:15 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr2,C,2,,6,,11,,0,
a60ac7c6-c33e-49b2-a63a-2978a2b6d708,2024-07-16 21:36:56 UTC,2024-07-16 21:37:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:16 UTC,2024-07-17 06:22:16 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr3,A,0,,0,,1,,1,
dcbf43ac-ba2c-4570-9c74-550006cc4c12,2024-07-16 21:37:24 UTC,2024-07-16 21:38:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:17 UTC,2024-07-17 06:22:17 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr3,B,4,,0,,5,,2,
32f508e7-c6fd-4598-a6c0-4555fbc6dfcc,2024-07-16 21:38:44 UTC,2024-07-16 21:39:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:17 UTC,2024-07-17 06:22:17 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr3,C,3,,0,,1,,0,
cd3363c3-a4c8-4498-b368-44995f494ff6,2024-07-16 22:57:00 UTC,2024-07-16 22:57:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:18 UTC,2024-07-17 06:22:18 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr4,A,1,,0,,0,,3,
a1ed8901-ba01-463e-b631-1a6830094947,2024-07-16 22:57:49 UTC,2024-07-16 22:58:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:19 UTC,2024-07-17 06:22:19 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr4,B,1,,2,,3,,4,
388771c0-c036-4921-bc37-139554f37016,2024-07-16 22:58:35 UTC,2024-07-16 22:59:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:19 UTC,2024-07-17 06:22:19 UTC,1,,,,,,,2024-07-16,Shovel Creek,ShCr4,C,2,,3,,1,,2,
99c764f3-1add-46ab-a6b2-94a81a4efb51,2024-07-17 17:57:29 UTC,2024-07-17 17:57:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:34 UTC,2024-07-18 05:41:34 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr5,A,2,,4,,5,,3,
3a5c15c5-f6f9-4170-a5e2-721ea1f06a36,2024-07-17 17:57:53 UTC,2024-07-17 17:58:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:34 UTC,2024-07-18 05:41:34 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr5,B,20,,8,,5,,3,
cb77a51b-d3fa-4af8-89bb-4f717b1af4cd,2024-07-17 17:58:40 UTC,2024-07-17 17:59:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:35 UTC,2024-07-18 05:41:35 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr5,C,7,,1,,1,,12,
14fd79ff-14c9-4e6e-991b-3b00b0120b78,2024-07-17 19:00:21 UTC,2024-07-17 19:00:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:35 UTC,2024-07-18 05:41:35 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr6,A,5,,0,,0,,0,
31185ea0-930b-4409-b387-6cf4aa6f3fbd,2024-07-17 19:00:49 UTC,2024-07-17 19:01:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:35 UTC,2024-07-18 05:41:35 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr6,B,2,,0,,0,,0,
55e66724-614f-4adf-af24-86ec710b4542,2024-07-17 19:01:10 UTC,2024-07-17 19:02:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:41:36 UTC,2024-07-18 05:41:36 UTC,1,,,,,,,2024-07-17,Shovel Creek,ShCr6,C,26,,5,,0,,0,
1b4ac072-8eea-4c97-b390-1e5fca7d3a6b,2024-07-18 19:48:13 UTC,2024-07-18 19:48:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 16:52:21 UTC,2024-07-19 16:52:21 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo4,C,4,,0,,0,,0,
8a93c5d5-cd32-4095-9a6b-e3f299d31b5d,2024-07-18 19:48:59 UTC,2024-07-18 19:51:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 16:52:22 UTC,2024-07-19 16:52:22 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo4,B,4,,2,,0,,0,
bf3afeb1-de40-45b3-80fd-9f7f48718a3c,2024-07-18 19:51:13 UTC,2024-07-18 19:52:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 16:52:22 UTC,2024-07-19 16:52:22 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo4,A,0,,1,,0,,0,
d30baa49-6f46-4abd-a314-6ddf4cd29571,2024-07-18 22:30:17 UTC,2024-07-18 22:31:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:46 UTC,2024-07-19 18:38:46 UTC,1,,,,,,,2024-07-18,Haystack,LoHo5,A,2,,0,,1,,0,
d97c34ae-a3f9-410b-93d7-3d85f08f3937,2024-07-18 22:31:42 UTC,2024-07-18 22:32:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:47 UTC,2024-07-19 18:38:47 UTC,1,,,,,,,2024-07-18,Haystack,LoHo5,B,1,,0,,0,,0,
a94f25bb-c8b6-4a10-a762-329ac87bb8e6,2024-07-18 22:32:35 UTC,2024-07-18 22:33:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:47 UTC,2024-07-19 18:38:47 UTC,1,,,,,,,2024-07-18,Haystack,LoHo5,C,1,,2,,0,,0,
3af31ddf-9e12-4626-ad52-93c5db446682,2024-07-19 01:07:19 UTC,2024-07-19 01:07:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:48 UTC,2024-07-19 18:38:48 UTC,1,,,,,,,2024-07-18,Haystack,LoHo6,A,2,,0,,0,,0,
273e9a0e-39cc-48ae-b569-fd5c574b6aee,2024-07-19 01:07:41 UTC,2024-07-19 01:07:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:48 UTC,2024-07-19 18:38:48 UTC,1,,,,,,,2024-07-18,Haystack,LoHo6,B,0,,4,,0,,2,
08b2d0c8-2dd5-46e7-a272-62046f27e2a1,2024-07-19 01:07:57 UTC,2024-07-19 01:09:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:38:49 UTC,2024-07-19 18:38:49 UTC,1,,,,,,,2024-07-18,Haystack,LoHo6,C,3,,5,,1,,0,
5ee89ba0-51ae-43fc-96e1-ce14daebee0d,2024-07-22 20:11:07 UTC,2024-07-22 20:12:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:19 UTC,2024-07-24 03:26:19 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr1,A,2,,0,,0,,0,
58ce235b-4ba9-4c57-a7d7-1538cd3c6378,2024-07-22 20:13:03 UTC,2024-07-22 20:16:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:19 UTC,2024-07-24 03:26:19 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr1,B,6,,9,,1,,0,
88575753-fe56-4bc5-95aa-f270efcba4d5,2024-07-22 20:17:02 UTC,2024-07-22 20:20:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:20 UTC,2024-07-24 03:26:20 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr1,C,1,,5,,2,,3,
13224f2d-939d-4dea-bdd5-26a2cfdc711a,2024-07-22 22:32:55 UTC,2024-07-22 22:34:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:20 UTC,2024-07-24 03:26:20 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr2,A,0,,2,,2,,1,
c7c982dc-3b5a-4259-95d5-d685e445cb83,2024-07-22 22:34:58 UTC,2024-07-22 22:36:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:20 UTC,2024-07-24 03:26:20 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr2,B,0,,0,,1,,3,
7e4b5fd5-bb2a-41dd-b59a-1b6f579bda75,2024-07-22 22:36:27 UTC,2024-07-22 22:40:30 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:21 UTC,2024-07-24 03:26:21 UTC,1,,,,,,,2024-07-22,Hess Creek,HeCr2,C,0,,1,,5,,0,
118f96a2-2820-4f2e-8cb1-8e2d43d0aa51,2024-07-23 01:12:03 UTC,2024-07-23 01:12:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:21 UTC,2024-07-24 03:26:21 UTC,1,,,,,,,2024-07-22,"Hess Creek
",HeCr3,A,1,,3,,0,,0,
b8facb78-19d0-4b38-8091-8f4ea71a024c,2024-07-23 01:12:58 UTC,2024-07-23 01:14:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:22 UTC,2024-07-24 03:26:22 UTC,1,,,,,,,2024-07-22,"Hess Creek
",HeCr3,B,1,,3,,3,,0,
513061a1-1049-46e0-9bde-cd0b2d57aa34,2024-07-23 01:14:49 UTC,2024-07-23 01:16:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:22 UTC,2024-07-24 03:26:22 UTC,1,,,,,,,2024-07-22,"Hess Creek
",HeCr3,C,2,,3,,0,,0,
e18e4b7f-f7a2-427b-bc68-68e047b7f86a,2024-07-23 18:00:56 UTC,2024-07-23 18:02:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:22 UTC,2024-07-24 03:26:22 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr4,A,7,,0,,0,,0,
d06ba6de-4acd-4863-9a5b-83eb0eb1cb95,2024-07-23 18:02:52 UTC,2024-07-23 18:03:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:23 UTC,2024-07-24 03:26:23 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr4,B,3,,1,,0,,0,
ae7a1b73-1bda-47c6-b8a3-8a53db0ecb8d,2024-07-23 18:03:57 UTC,2024-07-23 18:05:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:23 UTC,2024-07-24 03:26:23 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr4,C,3,,0,,0,,0,
cf92789c-99a7-4575-adf7-ba7c82455cc3,2024-07-23 20:02:00 UTC,2024-07-23 20:04:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:24 UTC,2024-07-24 03:26:24 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr5,C,2,,2,,1,,0,
4f3d71d2-a483-424c-b01b-965137b3148e,2024-07-23 20:04:44 UTC,2024-07-23 20:06:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:24 UTC,2024-07-24 03:26:24 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr5,B,7,,1,,1,,0,
48767e76-19e0-45f3-84d0-a1ed6b6c3d72,2024-07-23 20:06:22 UTC,2024-07-23 20:07:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:24 UTC,2024-07-24 03:26:24 UTC,1,,,,,,,2024-07-23,"Hess Creek
",HeCr5,A,7,,2,,2,,0,
dbf48c15-1e7d-43b9-b5bb-0bc27cd9781c,2024-07-23 22:42:24 UTC,2024-07-23 22:44:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:57 UTC,2024-07-24 03:26:57 UTC,1,,,,,,,2024-07-23,Hess creek,HeCr6,C,0,,0,,0,,0,
725c1bc1-7ce8-4638-9894-6abf28b88445,2024-07-23 22:44:07 UTC,2024-07-23 22:45:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:57 UTC,2024-07-24 03:26:57 UTC,1,,,,,,,2024-07-23,Hess creek,HeCr6,B,1,,1,,0,,0,
0faf5544-7fa3-4b43-bced-914b5772d173,2024-07-23 22:45:15 UTC,2024-07-23 22:46:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-24 03:26:58 UTC,2024-07-24 03:26:58 UTC,1,,,,,,,2024-07-23,Hess creek,HeCr6,A,1,,0,,0,,0,
33cdbf5e-6cdb-48d1-b242-5821449f8e33,2024-07-25 20:28:19 UTC,2024-07-25 20:29:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:48 UTC,2024-07-26 17:21:48 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,A,8,,3,,1,,0,
8ada551b-6ac6-4457-b901-b2831bea45e1,2024-07-25 20:29:28 UTC,2024-07-25 20:30:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:49 UTC,2024-07-26 17:21:49 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,B,4,,1,,0,,0,
ced51d2e-8f5f-49dd-a4d5-67da7b55a6e8,2024-07-25 20:30:19 UTC,2024-07-25 20:36:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:49 UTC,2024-07-26 17:21:49 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,C,7,,1,,1,"100 hr fuel is likely prefire cwd, also counted in cwd combustion transect",0,
96709805-835f-4793-80ef-4e2a08d3376d,2024-07-25 23:42:07 UTC,2024-07-25 23:42:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:50 UTC,2024-07-26 17:21:50 UTC,1,,,,,,,2024-07-25,Haystack,Hays5,B,4,,1,,1,,0,
ffad8f71-a668-475b-a0d9-06ee36f7d8d3,2024-07-25 23:42:55 UTC,2024-07-25 23:44:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:50 UTC,2024-07-26 17:21:50 UTC,1,,,,,,,2024-07-25,Haystack,Hays5,C,4,,0,,0,,0,
2f6ac9dc-9fb9-4389-a171-4891396336ca,2024-07-25 23:40:13 UTC,2024-07-25 23:44:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:51 UTC,2024-07-26 17:21:51 UTC,1,,,,,,,2024-07-25,Haystack,Hays5,A,0,,0,,0,,1,
1aa2539d-d79a-44ff-bd62-d28c99856d51,2024-07-26 02:05:53 UTC,2024-07-26 02:08:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:51 UTC,2024-07-26 17:21:51 UTC,1,,,,,,,2024-07-25,Haystack,Hays6,A,0,,0,,0,,0,
2cef8562-22ec-4428-b4ec-81988ee360e1,2024-07-26 02:08:24 UTC,2024-07-26 02:09:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:52 UTC,2024-07-26 17:21:52 UTC,1,,,,,,,2024-07-25,Haystack,Hays6,B,10,,0,,0,,0,
d4ebf1e8-ae77-4b45-a364-89ce3b03a4a0,2024-07-26 02:09:19 UTC,2024-07-26 02:10:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:21:52 UTC,2024-07-26 17:21:52 UTC,1,,,,,,,2024-07-25,Haystack,Hays6,C,11,,1,,0,,2,
48be3e96-10d8-484f-a5cf-cfe8580c2bc7,2024-07-28 19:00:43 UTC,2024-07-28 19:01:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:46 UTC,2024-07-29 04:43:46 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr1,A,9,,0,,0,,0,
c3b353fd-17a1-426b-a0a3-44a23096cde7,2024-07-28 19:01:56 UTC,2024-07-28 19:02:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:46 UTC,2024-07-29 04:43:46 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr1,B,7,,0,,0,,0,
f97c8ab6-b47d-4d03-a968-0e4f1626f3b9,2024-07-28 19:02:44 UTC,2024-07-28 19:03:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:47 UTC,2024-07-29 04:43:47 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr1,C,5,,0,,0,,0,
29370f09-cbf3-47ac-b167-67ff5768b220,2024-07-28 22:48:56 UTC,2024-07-28 22:51:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:47 UTC,2024-07-29 04:43:47 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr4,A,12,,1,,5,,0,
f69f339c-ca9b-441d-b445-e1004a2d167d,2024-07-28 22:51:15 UTC,2024-07-28 22:54:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:48 UTC,2024-07-29 04:43:48 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr4,B,35,,7,,4,,3,
8dd04cce-5b33-4a75-9a6f-8a8ebbe2ba5f,2024-07-28 22:54:30 UTC,2024-07-28 22:58:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:48 UTC,2024-07-29 04:43:48 UTC,1,,,,,,,2024-07-28,McCoy creek,McCr4,C,35,,3,,6,,5,
2029b4e2-78fa-4d3d-9185-bcc164af9947,2024-07-29 17:44:58 UTC,2024-07-29 17:45:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:38:12 UTC,2024-07-30 05:38:12 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,A,4,,0,,0,,0,
f41abf93-1cfe-4be9-b3ec-e6a655c56752,2024-07-29 17:45:53 UTC,2024-07-29 17:47:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:38:13 UTC,2024-07-30 05:38:13 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,B,1,,0,,0,,0,
9230a54b-f14b-4807-ad04-2572fe8ee216,2024-07-29 17:47:04 UTC,2024-07-29 17:48:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:38:13 UTC,2024-07-30 05:38:13 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,C,6,,0,,0,,0,
9f0f9acf-87fd-48e8-b84f-92beb06825b2,2024-07-29 23:47:54 UTC,2024-07-29 23:49:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:38:13 UTC,2024-07-30 05:38:13 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,A,1,,0,,0,,0,
