fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,site,site_remove,plot,location,location_other,site_notes,seedlings_present,resprouts_present,shrub_regen_present,photos,photos_caption,photos_url,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
b07001fe-dfa3-425f-9547-22fbdce6b244,2024-07-14 19:46:37 UTC,2024-07-17 06:41:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:42 UTC,2024-07-17 06:41:12 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,B,3 m,,,no,no,no,1e4e7841-2ae1-4747-a826-9c01c29cc22e,,https://web.fulcrumapp.com/photos/view?photos=1e4e7841-2ae1-4747-a826-9c01c29cc22e,,,,,
59f41b3d-fb33-4786-8003-72206c023120,2024-07-14 20:31:27 UTC,2024-07-17 06:41:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:43 UTC,2024-07-17 06:41:18 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,C,6 m,,,no,no,yes,007dfa1b-13b5-4930-883e-a8a8cd579c8b,,https://web.fulcrumapp.com/photos/view?photos=007dfa1b-13b5-4930-883e-a8a8cd579c8b,,,,,
208eee6a-aa3c-423b-88ef-f046e1ec39b0,2024-07-14 20:41:12 UTC,2024-07-17 06:41:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:44 UTC,2024-07-17 06:41:20 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,C,9 m,,,no,no,no,4e28782c-da2d-4647-92b0-b29e5c53e72d,,https://web.fulcrumapp.com/photos/view?photos=4e28782c-da2d-4647-92b0-b29e5c53e72d,,,,,
d265939b-e439-4e76-8f91-0580518b0525,2024-07-14 21:42:26 UTC,2024-07-17 06:41:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:44 UTC,2024-07-17 06:41:29 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,A,3 m,,,no,no,no,839a0c3d-f5e0-4fa8-b1b4-66db3b4bbb36,,https://web.fulcrumapp.com/photos/view?photos=839a0c3d-f5e0-4fa8-b1b4-66db3b4bbb36,,,,,
2fd8fb39-b2a2-41f5-9689-1119d26a9690,2024-07-14 21:50:19 UTC,2024-07-17 06:41:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:45 UTC,2024-07-17 06:41:33 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,A,6 m,,,no,no,no,7677c7ea-20dd-4bb2-8812-a7a9e910d06b,,https://web.fulcrumapp.com/photos/view?photos=7677c7ea-20dd-4bb2-8812-a7a9e910d06b,,,,,
8d47dc4f-374c-4204-a2a3-a19642641c31,2024-07-14 21:56:40 UTC,2024-07-17 06:41:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:46 UTC,2024-07-17 06:41:36 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,A,9 m,,,no,no,no,e0746d17-0f09-4573-9046-ab4f31c058a9,,https://web.fulcrumapp.com/photos/view?photos=e0746d17-0f09-4573-9046-ab4f31c058a9,,,,,
b19d0ca4-7617-47a0-9544-c03d9a150ccc,2024-07-14 22:03:19 UTC,2024-07-17 06:41:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:47 UTC,2024-07-17 06:41:40 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,B,6 m,,,no,no,no,fc4b8273-6adc-4235-bc43-f4988c766d07,,https://web.fulcrumapp.com/photos/view?photos=fc4b8273-6adc-4235-bc43-f4988c766d07,,,,,
f74de79d-4864-43a9-8cdb-48e7d2e30f95,2024-07-14 22:12:50 UTC,2024-07-17 06:41:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:48 UTC,2024-07-17 06:45:24 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,B,9 m,,,no,no,no,fbad9fcf-39f6-4bc0-8bff-6b13e27d9328,,https://web.fulcrumapp.com/photos/view?photos=fbad9fcf-39f6-4bc0-8bff-6b13e27d9328,,,,,
0de5825f-d15b-4aad-b307-d5ed3b0e25d7,2024-07-14 22:21:46 UTC,2024-07-17 06:41:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:49 UTC,2024-07-17 06:41:43 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,C,3 m,,,no,no,no,6b29640d-603d-414d-9bc9-b892f69d5569,,https://web.fulcrumapp.com/photos/view?photos=6b29640d-603d-414d-9bc9-b892f69d5569,,,,,
6b67e3d2-39b6-4402-ae88-5ff74dd16dbe,2024-07-14 22:30:04 UTC,2024-07-17 06:41:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:50 UTC,2024-07-17 06:41:46 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,C,6 m,,,no,no,no,3a0771bd-00f2-4fbb-9bbe-ed4fdf6c6ed7,,https://web.fulcrumapp.com/photos/view?photos=3a0771bd-00f2-4fbb-9bbe-ed4fdf6c6ed7,,,,,
68c1dc3e-4a6f-4b76-a36d-eab35dab2820,2024-07-14 22:36:36 UTC,2024-07-17 06:41:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:51 UTC,2024-07-17 06:45:20 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,C,9 m,,Photo taken from far side,no,no,yes,5d472355-76a4-40d6-826a-05d94b1da866,,https://web.fulcrumapp.com/photos/view?photos=5d472355-76a4-40d6-826a-05d94b1da866,,,,,
25338520-05f4-43d3-96f4-6e7a416f9740,2024-07-14 22:47:20 UTC,2024-07-17 06:41:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:52 UTC,2024-07-17 06:45:17 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,B,3 m,,,no,no,no,ac025892-7d7d-44c2-bcb0-eed222e2011a,,https://web.fulcrumapp.com/photos/view?photos=ac025892-7d7d-44c2-bcb0-eed222e2011a,,,,,
00d9cd18-1515-45b7-862e-4c63f85e3739,2024-07-14 19:38:56 UTC,2024-07-17 06:42:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:52 UTC,2024-07-17 06:42:22 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,A,9 m,,,no,no,no,35aaa151-fc80-42c2-a72f-f4d818495c0a,,https://web.fulcrumapp.com/photos/view?photos=35aaa151-fc80-42c2-a72f-f4d818495c0a,,,,,
85ff2161-5ffa-4bd3-a891-07922295d67a,2024-07-14 20:08:09 UTC,2024-07-17 06:42:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:53 UTC,2024-07-17 06:42:26 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,B,9 m,,,no,no,yes,d65fb5e2-dade-468c-a790-6115bb1e31da,,https://web.fulcrumapp.com/photos/view?photos=d65fb5e2-dade-468c-a790-6115bb1e31da,,,,,
a7ea7d54-1ae2-45eb-9b51-6f87a7d212f5,2024-07-14 19:25:47 UTC,2024-07-17 06:42:24 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:54 UTC,2024-07-17 06:44:18 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,A,6 m,,,no,no,no,e0a2a6f6-27ed-4e9f-beba-a170735b47ca,,https://web.fulcrumapp.com/photos/view?photos=e0a2a6f6-27ed-4e9f-beba-a170735b47ca,,,,,
bcb1d401-7ef0-4bba-9b9f-c16a682326de,2024-07-14 19:56:31 UTC,2024-07-17 06:42:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:55 UTC,2024-07-17 06:42:30 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,B,6 m,,,no,no,no,a2f793ee-15a2-4ac6-ad3e-e6cde1364198,,https://web.fulcrumapp.com/photos/view?photos=a2f793ee-15a2-4ac6-ad3e-e6cde1364198,,,,,
4f3aa9da-2890-4fd4-8ca2-fa7d51b2ad85,2024-07-14 20:21:46 UTC,2024-07-17 06:42:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:56 UTC,2024-07-17 06:42:33 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,C,3 m,,,no,no,no,2243aa02-e5b5-4329-904c-12bae543cd6d,,https://web.fulcrumapp.com/photos/view?photos=2243aa02-e5b5-4329-904c-12bae543cd6d,,,,,
fe708249-a3ec-45b4-9407-ebadf99aabcc,2024-07-15 20:25:34 UTC,2024-07-17 06:42:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:56 UTC,2024-07-17 06:44:02 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,A,3 m,,,no,no,no,0fad7a80-33c1-4b27-8c8b-0031af70b570,,https://web.fulcrumapp.com/photos/view?photos=0fad7a80-33c1-4b27-8c8b-0031af70b570,,,,,
350133e4-a8f0-4214-a97e-0e246efd88dc,2024-07-15 20:34:08 UTC,2024-07-17 06:42:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:57 UTC,2024-07-17 06:42:50 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,A,6 m,,,no,no,no,0a02c8f7-53e7-42fc-8fea-c0f34113d8d3,,https://web.fulcrumapp.com/photos/view?photos=0a02c8f7-53e7-42fc-8fea-c0f34113d8d3,,,,,
4986c724-09ba-4282-a83e-3d28f22c76f3,2024-07-15 20:40:27 UTC,2024-07-17 06:42:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:58 UTC,2024-07-17 06:43:30 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,A,9 m,,,no,no,no,2d84335a-844b-4d97-8eb0-1a984463df31,,https://web.fulcrumapp.com/photos/view?photos=2d84335a-844b-4d97-8eb0-1a984463df31,,,,,
0c80c56c-01bd-4098-83be-df0c62daa81b,2024-07-15 20:46:30 UTC,2024-07-17 06:42:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:00 UTC,2024-07-17 06:42:54 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,B,3 m,,,no,no,no,ec2d29d4-cfdb-4dea-a112-c9e136cc2dea,,https://web.fulcrumapp.com/photos/view?photos=ec2d29d4-cfdb-4dea-a112-c9e136cc2dea,,,,,
caf943d0-272d-425a-ae31-4f4dfa5e1733,2024-07-15 20:52:53 UTC,2024-07-17 06:42:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:00 UTC,2024-07-17 06:42:57 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,B,6 m,,,no,no,no,65a56df9-3256-4162-b44e-dd8c69b90405,,https://web.fulcrumapp.com/photos/view?photos=65a56df9-3256-4162-b44e-dd8c69b90405,,,,,
2e73e269-a71d-49ed-b1ba-2e81429c009c,2024-07-15 20:58:36 UTC,2024-07-17 06:42:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:01 UTC,2024-07-17 06:43:06 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,B,9 m,,,no,no,no,ff28e544-f084-4e79-831b-cbdbf03ddfa5,,https://web.fulcrumapp.com/photos/view?photos=ff28e544-f084-4e79-831b-cbdbf03ddfa5,,,,,
c63c80f9-a0d3-4d57-8e73-e1c1a4288919,2024-07-15 21:03:54 UTC,2024-07-17 06:43:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:02 UTC,2024-07-17 06:43:24 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,C,3 m,,,no,no,no,31e3b5c6-61f6-4c1c-9ac9-8c88e41463a6,,https://web.fulcrumapp.com/photos/view?photos=31e3b5c6-61f6-4c1c-9ac9-8c88e41463a6,,,,,
a260d619-b331-4d71-93ba-f5d2ba858c36,2024-07-15 21:13:55 UTC,2024-07-17 06:43:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:02 UTC,2024-07-17 06:43:12 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,C,9 m,,,no,no,no,0d3735dc-f25e-49bb-9f6c-10d314c3780d,,https://web.fulcrumapp.com/photos/view?photos=0d3735dc-f25e-49bb-9f6c-10d314c3780d,,,,,
b97e7d87-20fb-4041-ab11-c58cc027bed0,2024-07-15 21:08:22 UTC,2024-07-17 06:43:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:03 UTC,2024-07-17 06:43:09 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo1,1,C,6 m,,,no,no,no,947281d6-1854-42bf-9a41-622f5d3e276e,,https://web.fulcrumapp.com/photos/view?photos=947281d6-1854-42bf-9a41-622f5d3e276e,,,,,
67f7971d-5bf9-45b0-a97b-ecc3ec83984f,2024-07-15 22:15:37 UTC,2024-07-17 06:43:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:04 UTC,2024-07-17 06:43:27 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,A,6 m,,,no,no,no,23b83614-98b3-44a1-a05d-03acd039659d,,https://web.fulcrumapp.com/photos/view?photos=23b83614-98b3-44a1-a05d-03acd039659d,,,,,
95355616-e8ae-4360-9176-f56f28ee3fc4,2024-07-15 22:21:57 UTC,2024-07-17 06:43:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:04 UTC,2024-07-17 06:43:34 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,A,9 m,,,no,no,no,a6e105d8-96b0-4c2a-85b4-5f5475c86663,,https://web.fulcrumapp.com/photos/view?photos=a6e105d8-96b0-4c2a-85b4-5f5475c86663,,,,,
c28868b0-ad4f-47f7-b3ca-94b5701bcabd,2024-07-15 22:28:59 UTC,2024-07-17 06:43:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:05 UTC,2024-07-17 06:43:37 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,B,6 m,,,no,no,yes,97ae162b-6fa2-49fe-904b-d86491356f2c,,https://web.fulcrumapp.com/photos/view?photos=97ae162b-6fa2-49fe-904b-d86491356f2c,,,,,
247ae23a-41ba-4a9d-8199-9bd2675bf5d4,2024-07-15 22:33:17 UTC,2024-07-17 06:43:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:06 UTC,2024-07-17 06:43:40 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,B,9 m,,,no,no,no,cf50867f-08f0-4ccb-9946-439236835fda,,https://web.fulcrumapp.com/photos/view?photos=cf50867f-08f0-4ccb-9946-439236835fda,,,,,
f16fddc3-717a-49d8-8eb3-a4003e56f5cf,2024-07-15 22:37:39 UTC,2024-07-17 06:43:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:07 UTC,2024-07-17 06:43:45 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,C,3 m,,,no,no,no,60f22e8f-572f-4ca8-8daa-c9588e0c5778,,https://web.fulcrumapp.com/photos/view?photos=60f22e8f-572f-4ca8-8daa-c9588e0c5778,,,,,
bd196cfa-dfd1-48d0-aa0a-931a41e25bad,2024-07-15 22:42:17 UTC,2024-07-17 06:43:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:08 UTC,2024-07-17 06:43:55 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,C,6 m,,,no,no,yes,e883346f-c007-4a54-8e05-47ec78fe0f29,,https://web.fulcrumapp.com/photos/view?photos=e883346f-c007-4a54-8e05-47ec78fe0f29,,,,,
68c409f6-cdcf-4e15-b1e3-8940ab3da6c1,2024-07-15 22:47:20 UTC,2024-07-17 06:43:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:08 UTC,2024-07-17 06:43:48 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,C,9 m,,,no,no,no,c1d34f6b-8fbe-468d-a47c-57463a3c1b93,,https://web.fulcrumapp.com/photos/view?photos=c1d34f6b-8fbe-468d-a47c-57463a3c1b93,,,,,
185bd5af-c85f-4a67-ac0d-be19dfbadd1c,2024-07-15 22:50:55 UTC,2024-07-17 06:43:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:09 UTC,2024-07-17 06:43:52 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo2,2,B,3 m,,,no,no,no,923d713a-dc7c-4c25-b4c2-bfffb535eee4,,https://web.fulcrumapp.com/photos/view?photos=923d713a-dc7c-4c25-b4c2-bfffb535eee4,,,,,
113ed4b6-1fde-4ae0-a92d-a129c092c606,2024-07-15 22:54:40 UTC,2024-07-17 06:44:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:11 UTC,2024-07-17 06:44:25 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,2,A,3 m,,,no,no,no,ad43d3e6-d14b-474f-b5f4-7b0779f1a0a0,,https://web.fulcrumapp.com/photos/view?photos=ad43d3e6-d14b-474f-b5f4-7b0779f1a0a0,,,,,
4d6635f5-c501-4bb4-8e9f-63e65125bd49,2024-07-15 23:37:37 UTC,2024-07-17 06:44:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:12 UTC,2024-07-17 06:44:47 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,A,3 m,,,no,no,no,601101ca-31c0-409e-baaf-9271ef11925a,,https://web.fulcrumapp.com/photos/view?photos=601101ca-31c0-409e-baaf-9271ef11925a,,,,,
c316c287-c0c4-4e30-831c-89a83e9e8a8c,2024-07-15 23:44:49 UTC,2024-07-17 06:44:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:13 UTC,2024-07-17 06:44:53 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,A,6 m,,,no,no,no,2c2dc0bc-c159-4773-80d1-2b386702e37a,,https://web.fulcrumapp.com/photos/view?photos=2c2dc0bc-c159-4773-80d1-2b386702e37a,,,,,
7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7,2024-07-15 23:51:37 UTC,2024-07-17 06:44:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:14 UTC,2024-07-17 06:44:56 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,A,9 m,,,no,no,yes,b6f4d108-fcde-492e-a848-7213cea63d2d,,https://web.fulcrumapp.com/photos/view?photos=b6f4d108-fcde-492e-a848-7213cea63d2d,,,,,
3d614b6d-f0b7-4028-b593-6805f260113a,2024-07-15 23:58:53 UTC,2024-07-17 06:44:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:14 UTC,2024-07-17 06:45:03 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,B,6 m,,,no,no,no,29c5aadd-e5e7-447a-8265-ae1ea1a85228,,https://web.fulcrumapp.com/photos/view?photos=29c5aadd-e5e7-447a-8265-ae1ea1a85228,,,,,
8f429fa8-f618-4f73-90bc-7d26044ecba9,2024-07-16 00:03:01 UTC,2024-07-17 06:45:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:15 UTC,2024-07-17 06:45:06 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,B,9 m,,,no,no,yes,1d591ded-5938-4501-a534-80ba08e7372c,,https://web.fulcrumapp.com/photos/view?photos=1d591ded-5938-4501-a534-80ba08e7372c,,,,,
21a13cde-58e7-4c50-8fb7-150d5b297bf7,2024-07-16 00:08:24 UTC,2024-07-17 06:45:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:16 UTC,2024-07-17 06:45:09 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,C,3 m,,,no,no,no,4576fdc1-b126-4461-9e1e-831ee77452a2,,https://web.fulcrumapp.com/photos/view?photos=4576fdc1-b126-4461-9e1e-831ee77452a2,,,,,
fb4a50d2-3049-44a5-8676-21400a0a4040,2024-07-16 00:13:04 UTC,2024-07-17 07:05:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:17 UTC,2024-07-17 07:05:30 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,C,6 m,,,no,no,no,e0c4a431-a693-47ab-9881-a608b31d19e9,,https://web.fulcrumapp.com/photos/view?photos=e0c4a431-a693-47ab-9881-a608b31d19e9,,,,,
d69fcb5f-32f8-4a8e-a845-ef2eb42ee236,2024-07-16 00:16:35 UTC,2024-07-17 07:05:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:18 UTC,2024-07-17 07:05:37 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,C,9 m,,,no,no,no,c580590a-5fca-4043-9f9e-36c4b67793c6,,https://web.fulcrumapp.com/photos/view?photos=c580590a-5fca-4043-9f9e-36c4b67793c6,,,,,
978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e,2024-07-16 00:22:14 UTC,2024-07-17 07:05:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:18 UTC,2024-07-17 07:05:19 UTC,2,,,,,,,2024-07-15,Lost Horse,LoHo3,3,B,3 m,,,no,no,yes,0f611bcb-96a9-4f8b-a679-a7e90dc84ae4,,https://web.fulcrumapp.com/photos/view?photos=0f611bcb-96a9-4f8b-a679-a7e90dc84ae4,,,,,
