fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,shrub_regen_species,shrub_regen_species_other,shrub_regen_count,shrub_notes,s_bd1,s_bd2,s_bd3
780d2088-9448-4ce6-bee2-6389597672f7,bd196cfa-dfd1-48d0-aa0a-931a41e25bad,bd196cfa-dfd1-48d0-aa0a-931a41e25bad,2,2024-07-15 22:43:14 UTC,2024-07-15 22:43:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,4,,0.5,0.15,0.2
78861468-6f35-4588-8142-7cba6e1cff4c,7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7,7a27ccb3-8c98-49b2-a2a0-f5a4f3df9ca7,2,2024-07-15 23:57:12 UTC,2024-07-15 23:57:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.4,,
0ff0fbe9-b08c-48ea-9dca-6549f85b7c4a,8f429fa8-f618-4f73-90bc-7d26044ecba9,8f429fa8-f618-4f73-90bc-7d26044ecba9,2,2024-07-16 00:06:52 UTC,2024-07-16 00:07:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.65,,
98fd3fa4-cb5f-47b4-92b2-ce1082ae2f02,978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e,978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e,2,2024-07-16 00:26:07 UTC,2024-07-16 00:26:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.2,0.3,0.2
9e1d59ad-5c51-4e04-be9b-d2dcffa5ec32,978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e,978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e,2,2024-07-16 00:26:22 UTC,2024-07-16 00:26:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,4,,0.4,0.2,0.3
ea4b8f95-3e97-4c55-8263-2753d8f445a1,b6eef62e-e087-4e06-8678-6a9b89c900c4,b6eef62e-e087-4e06-8678-6a9b89c900c4,2,2024-07-16 19:58:07 UTC,2024-07-16 19:58:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.15,,
e35cfeba-51b5-420e-ae7a-6e4bccbd1996,40e99805-9493-41b7-978a-49f886820ff4,40e99805-9493-41b7-978a-49f886820ff4,1,2024-07-18 19:09:15 UTC,2024-07-18 19:10:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,6,,0.44,0.33,0.25
2ee4e03c-2af2-490b-b184-e3cbdddc67a6,40e99805-9493-41b7-978a-49f886820ff4,40e99805-9493-41b7-978a-49f886820ff4,1,2024-07-18 19:10:02 UTC,2024-07-18 19:10:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,12,,0.3,0.52,0.22
b670c954-d875-418d-b61b-a1147187fdf7,40e99805-9493-41b7-978a-49f886820ff4,40e99805-9493-41b7-978a-49f886820ff4,1,2024-07-18 19:10:45 UTC,2024-07-18 19:11:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,10,,0.42,0.29,0.39
a4d7f0f4-d5b8-47ab-9cd8-a4a088021e9d,7b7b1650-e921-47a5-bbe6-1b2daee52fd6,7b7b1650-e921-47a5-bbe6-1b2daee52fd6,1,2024-07-18 19:17:11 UTC,2024-07-18 19:18:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,9,,0.6,0.32,0.25
f618f4dc-8412-440a-8331-c1b5e83eda7c,407b7ec8-3a23-443a-a1e1-76f9d25c76ab,407b7ec8-3a23-443a-a1e1-76f9d25c76ab,1,2024-07-18 19:22:59 UTC,2024-07-18 19:23:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,4,,0.37,0.26,0.3
89483e72-991b-4f39-ac2a-13542cfe6d9b,407b7ec8-3a23-443a-a1e1-76f9d25c76ab,407b7ec8-3a23-443a-a1e1-76f9d25c76ab,1,2024-07-18 19:23:21 UTC,2024-07-18 19:23:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,16,,0.64,0.44,0.35
0f68b198-c578-4255-bdd8-15182995ea94,85cdd762-e0f9-4b53-91ef-2fe4e67f679f,85cdd762-e0f9-4b53-91ef-2fe4e67f679f,1,2024-07-18 19:35:03 UTC,2024-07-18 19:35:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.56,0.6,0.75
aaade122-da04-487b-85f6-9d019ec097de,68cf4219-b6a0-4dc5-9472-40ae49289974,68cf4219-b6a0-4dc5-9472-40ae49289974,1,2024-07-18 21:23:52 UTC,2024-07-18 21:24:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,5,,0.57,0.25,0.52
e2669778-9201-4cd1-bae4-f0d525ce8f9b,f931b16b-4044-4400-8065-67901fec0092,f931b16b-4044-4400-8065-67901fec0092,1,2024-07-18 21:36:13 UTC,2024-07-18 21:37:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,6,,0.19,0.36,0.28
a62a1a53-d128-42bf-9f10-7ee51838c541,f931b16b-4044-4400-8065-67901fec0092,f931b16b-4044-4400-8065-67901fec0092,1,2024-07-18 21:37:12 UTC,2024-07-18 21:38:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,13,,0.69,0.87,0.42
4cd4a208-e82b-4f5b-8279-87d11b2b10de,0b57b083-2613-421e-921b-9e1a2d8da809,0b57b083-2613-421e-921b-9e1a2d8da809,1,2024-07-18 21:51:43 UTC,2024-07-18 21:52:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,5,,0.58,0.51,0.34
05a8d7f8-628c-4dda-a541-76c3fefb8b92,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:02:37 UTC,2024-07-23 02:03:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.58,,
8cfcaeaa-4f6c-4afe-aa5f-b08f0009dba1,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:03:05 UTC,2024-07-23 02:03:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.57,,
0de641cb-8fb5-47ac-b6ec-50bad18be8f0,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:03:31 UTC,2024-07-23 02:03:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.45,,
7b26271d-0116-4fb4-802e-053418feede3,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:03:44 UTC,2024-07-23 02:04:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.45,0.57,0.46
ff6d0ce9-ecea-44ae-a5f8-9742940f6924,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:04:17 UTC,2024-07-23 02:04:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.12,,
d3177ba3-8b50-4c8b-a7a4-47b179b1929c,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:04:29 UTC,2024-07-23 02:04:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.34,,
5e90bf4f-b7b5-42fb-a4a4-fff075f53d85,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:04:57 UTC,2024-07-23 02:05:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.12,,
5b0f4c64-1e8d-4a60-8327-b251de4c6fef,3da66857-cecf-49db-84d9-507c8c1c48ba,3da66857-cecf-49db-84d9-507c8c1c48ba,1,2024-07-23 02:05:15 UTC,2024-07-23 02:05:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.11,,
7bd1c28d-0736-4eaa-a8c6-7c2b857b9cb1,fc5918fe-948a-4eeb-9fa2-245a9232952a,fc5918fe-948a-4eeb-9fa2-245a9232952a,1,2024-07-23 20:45:46 UTC,2024-07-23 20:46:29 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,.2,0.7,0.8,
26ae7edf-d103-4600-ad63-31bfd5b5ed84,474af61c-5ad9-40d5-84f9-8192ee73e009,474af61c-5ad9-40d5-84f9-8192ee73e009,1,2024-07-23 21:04:56 UTC,2024-07-23 21:05:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.1,,
1a3f3410-9dc0-41a8-95a9-645f04e201d4,13e46bff-ff8d-4b5d-8173-00c6842ada52,13e46bff-ff8d-4b5d-8173-00c6842ada52,1,2024-07-22 19:39:07 UTC,2024-07-22 19:41:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Alder,,10,Some above dbh,1.97,1.28,1.59
e19391c5-a33a-4e88-8f52-25741b0034b6,8bf91080-f2e1-426e-8be7-aa3a6e8c7735,8bf91080-f2e1-426e-8be7-aa3a6e8c7735,1,2024-07-22 20:15:21 UTC,2024-07-22 20:15:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Alder,,2,,0.74,0.63,
da31cabd-14d1-4581-9fb7-9ad29209aa17,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:36:42 UTC,2024-07-23 00:37:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,5,,0.4,0.33,0.44
8e844399-f8e3-4d75-ac6b-60cd1de2ed66,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:37:34 UTC,2024-07-23 00:38:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.22,,
3931542a-691a-4bf9-96e2-5fe542cdca49,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:37:44 UTC,2024-07-23 00:38:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.18,,
ec1bed56-4bb5-4d4a-99be-cb875ca7503c,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:38:02 UTC,2024-07-23 00:38:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.2,,
93a422f2-8623-46a6-b36f-db5db5fab0eb,a7c0c58a-e704-407b-a54d-0a28d0c40928,a7c0c58a-e704-407b-a54d-0a28d0c40928,1,2024-07-23 00:38:09 UTC,2024-07-23 00:38:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.14,,
d190e143-d3aa-43e5-8bb5-cf97ac967506,46d05d32-dfb6-45cd-b517-c4dab84be5aa,46d05d32-dfb6-45cd-b517-c4dab84be5aa,1,2024-07-22 22:25:46 UTC,2024-07-22 22:25:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.82,,
4da255d4-b2f1-40fb-9bb8-be9a2e7a470f,46d05d32-dfb6-45cd-b517-c4dab84be5aa,46d05d32-dfb6-45cd-b517-c4dab84be5aa,1,2024-07-22 22:26:12 UTC,2024-07-22 22:26:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.52,,
c9d757fe-4f2f-418a-af34-62edbf3900a6,46d05d32-dfb6-45cd-b517-c4dab84be5aa,46d05d32-dfb6-45cd-b517-c4dab84be5aa,1,2024-07-22 22:26:21 UTC,2024-07-22 22:26:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,1.46,1.2,
64a83bf5-9b2c-46a5-9eb6-9277e2d45a32,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,1,2024-07-22 23:09:36 UTC,2024-07-22 23:09:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.6,,
681bf271-03d2-4d7e-9ae4-cb89f9d5a530,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5,1,2024-07-22 23:09:54 UTC,2024-07-22 23:10:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.34,,
9060a2ea-3538-4227-a245-3f1afb846d8a,7c3c92c3-13d3-462a-a956-bae826176929,7c3c92c3-13d3-462a-a956-bae826176929,1,2024-07-23 00:50:25 UTC,2024-07-23 00:50:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.46,,
d555d4a0-72e6-4658-8262-6547ba81fb60,7c3c92c3-13d3-462a-a956-bae826176929,7c3c92c3-13d3-462a-a956-bae826176929,1,2024-07-23 00:50:48 UTC,2024-07-23 00:51:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.52,,
2e5c214b-6fd3-4e67-b9fe-2fc1a4632334,7c3c92c3-13d3-462a-a956-bae826176929,7c3c92c3-13d3-462a-a956-bae826176929,1,2024-07-23 00:51:03 UTC,2024-07-23 00:51:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.31,,
ee32c8c0-8113-46ac-9ee6-35e42f056ef7,7c3c92c3-13d3-462a-a956-bae826176929,7c3c92c3-13d3-462a-a956-bae826176929,1,2024-07-23 00:51:24 UTC,2024-07-23 00:51:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.25,,
d0386637-01e5-435c-80d1-38b3a455e914,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:13:53 UTC,2024-07-23 01:14:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.77,0.43,0.61
c9fa4f58-f784-43a5-ad61-a9261ced55b9,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:14:45 UTC,2024-07-23 01:14:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.3,,
df229dc0-1c38-44cc-ab64-da814ce1ec69,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:14:59 UTC,2024-07-23 01:15:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.36,,
04c94f08-5304-4276-9a96-2024c0c7a10a,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:15:12 UTC,2024-07-23 01:15:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.24,,
d9518b82-0c86-4d32-b586-21fd4dcd9ea5,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:15:21 UTC,2024-07-23 01:15:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.25,0.17,
dcf1bf39-629c-423a-a343-cef6e1253381,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:15:35 UTC,2024-07-23 01:15:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.25,,
cf0f9850-34ab-4f90-b11a-9a71daa2ccdb,81aecebd-880d-46d9-9d9a-0529779777d0,81aecebd-880d-46d9-9d9a-0529779777d0,1,2024-07-23 01:15:51 UTC,2024-07-23 01:16:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.17,0.15,
65c7ce41-7dfc-4472-9771-3e7d79645fbd,77bec35e-0682-49ef-988f-70027a20ea08,77bec35e-0682-49ef-988f-70027a20ea08,1,2024-07-23 01:40:03 UTC,2024-07-23 01:40:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.11,,
24ab2189-9fb2-494c-87b8-bb7716d5d48c,464f9490-0ccb-4d69-adf1-710def74e82b,464f9490-0ccb-4d69-adf1-710def74e82b,1,2024-07-23 01:52:31 UTC,2024-07-23 01:53:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.15,,
5e2757be-cca0-4a98-b900-b59f68556d19,ec713888-f456-4c36-b52d-3ec5611f3fe4,ec713888-f456-4c36-b52d-3ec5611f3fe4,1,2024-07-23 02:02:50 UTC,2024-07-23 02:06:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.1,,
6f6cda64-997b-4820-8a14-1cbfe3c33a3a,d0c1d07b-abae-4797-a241-55a56b28d7d1,d0c1d07b-abae-4797-a241-55a56b28d7d1,1,2024-07-23 20:41:00 UTC,2024-07-23 20:42:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,1.07,1.45,
edde2974-360c-4973-83b3-2f8ffaf31fee,d0c1d07b-abae-4797-a241-55a56b28d7d1,d0c1d07b-abae-4797-a241-55a56b28d7d1,1,2024-07-23 20:42:37 UTC,2024-07-23 20:43:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,7,,,,1.58
907fbe26-73cf-4a2c-adf1-a86c2d43acf4,6db581f8-f2d9-49cc-a051-cc6851f505e1,6db581f8-f2d9-49cc-a051-cc6851f505e1,1,2024-07-25 23:40:17 UTC,2024-07-25 23:41:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,1.45,1.28,1.62
dcc7d32a-522a-4192-8506-61c0c8122a82,44795b55-fc43-49a8-969f-0d8ee3e5385e,44795b55-fc43-49a8-969f-0d8ee3e5385e,1,2024-07-25 23:42:15 UTC,2024-07-25 23:42:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,1.29,,
6d92d577-6d08-447c-9680-1841942a77e6,44795b55-fc43-49a8-969f-0d8ee3e5385e,44795b55-fc43-49a8-969f-0d8ee3e5385e,1,2024-07-25 23:42:40 UTC,2024-07-25 23:45:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,7,,0.64,1.15,0.93
e3a3f75b-ad49-48d8-8fef-ee12e3652891,23834ec5-574c-47a5-9cbc-c356a61b32bd,23834ec5-574c-47a5-9cbc-c356a61b32bd,1,2024-07-26 02:01:31 UTC,2024-07-26 02:02:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,11,,0.8,1.52,0.93
df7f022b-a450-4065-ba63-1f3de90fbcfa,7afada16-78c6-4296-ac69-1eca6406a2a0,7afada16-78c6-4296-ac69-1eca6406a2a0,1,2024-07-30 18:10:49 UTC,2024-07-30 18:11:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.12,0.48,0.8
5fe393e3-e797-4484-88a9-bd6c5a6a96a4,532f011c-cf47-4f18-963b-f01f46202f8c,532f011c-cf47-4f18-963b-f01f46202f8c,1,2024-07-30 18:29:50 UTC,2024-07-30 18:30:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.35,0.94,0.24
1adab904-7899-48f1-abed-77c55d828a0d,532f011c-cf47-4f18-963b-f01f46202f8c,532f011c-cf47-4f18-963b-f01f46202f8c,1,2024-07-30 18:30:37 UTC,2024-07-30 18:31:12 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.32,0.37,
6ca99a26-d167-4eca-a946-7cd16fcc455b,532f011c-cf47-4f18-963b-f01f46202f8c,532f011c-cf47-4f18-963b-f01f46202f8c,1,2024-07-30 18:31:13 UTC,2024-07-30 18:31:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.57,,
3da26e7b-e4fc-4f57-afbb-64d615fee263,532f011c-cf47-4f18-963b-f01f46202f8c,532f011c-cf47-4f18-963b-f01f46202f8c,1,2024-07-30 18:31:35 UTC,2024-07-30 18:31:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.64,,
bd52d494-3a63-40cb-a422-4497d7db8a32,353195f7-e7ff-4137-a8ab-935387b91a53,353195f7-e7ff-4137-a8ab-935387b91a53,1,2024-07-30 18:47:22 UTC,2024-07-30 18:48:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,1.83,,
2bb87994-e536-4481-83e6-2016b73fb6e9,0ef80f3f-ef83-43fc-924b-6ff6e8e6fff4,0ef80f3f-ef83-43fc-924b-6ff6e8e6fff4,1,2024-07-30 19:01:13 UTC,2024-07-30 19:02:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,13,,1.23,1.55,1.72
04ed1f65-3ca1-4637-b7bb-2a93412fb442,b2358125-8650-4ca6-b6a2-faf382d6179b,b2358125-8650-4ca6-b6a2-faf382d6179b,1,2024-07-30 19:21:58 UTC,2024-07-30 19:22:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.54,0.19,
b04df49e-c03e-4f07-8813-5dcdf519fd16,d8f283a7-ea8d-44a6-ad3e-1ccf3d81044a,d8f283a7-ea8d-44a6-ad3e-1ccf3d81044a,1,2024-07-31 00:18:33 UTC,2024-07-31 00:18:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.94,,
958861b8-a3c8-4313-b1b8-18b0d5b9af5f,d8f283a7-ea8d-44a6-ad3e-1ccf3d81044a,d8f283a7-ea8d-44a6-ad3e-1ccf3d81044a,1,2024-07-31 00:18:56 UTC,2024-07-31 00:19:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.71,,
e5d72dcc-f0fc-4b30-a6cb-29eb5365f441,304eb6b9-5a20-4d46-8b85-41c84252095c,304eb6b9-5a20-4d46-8b85-41c84252095c,1,2024-07-31 00:50:37 UTC,2024-07-31 00:50:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,0.77,,
9c7801f9-d72c-4f0a-ab71-a8ee6b97f28b,2243e96a-854e-418e-ac22-cfd0a4a06296,2243e96a-854e-418e-ac22-cfd0a4a06296,1,2024-07-31 01:05:19 UTC,2024-07-31 01:06:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,3,,0.65,0.46,0.57
ebdfcecb-a6d2-4b44-bdd9-071abec0251c,2243e96a-854e-418e-ac22-cfd0a4a06296,2243e96a-854e-418e-ac22-cfd0a4a06296,1,2024-07-31 01:06:14 UTC,2024-07-31 01:06:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.69,1.21,
28ecbd50-261c-4386-9e73-400d21ac1627,cf2792c8-e572-44a1-acdd-2221022650a0,cf2792c8-e572-44a1-acdd-2221022650a0,1,2024-07-31 01:29:45 UTC,2024-07-31 01:29:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,1,,,,
a0403d78-f987-465d-8a14-49958e426ddb,cf2792c8-e572-44a1-acdd-2221022650a0,cf2792c8-e572-44a1-acdd-2221022650a0,1,2024-07-31 01:29:53 UTC,2024-07-31 01:31:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Salix,,2,,0.55,0.6,
