fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,ground_cover_type,ground_cover_type_other,ground_percent_cover,total_ground_cover,ground_cover_notes
9d6fcbf6-6b3d-48e1-9c7e-a192a7ba1ebe,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502011115577,-147.63118553697475,POINT (-147.63118553697475 65.17502011115577),2024-07-14 23:52:04 UTC,2024-07-14 23:52:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,0.1,4.2,
6799350d-f76d-4ed6-98ef-a318b7a6caab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502408814958,-147.63118954912798,POINT (-147.63118954912798 65.17502408814958),2024-07-14 23:52:27 UTC,2024-07-14 23:52:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,0.1,4.3,
5a3c8dcd-a5d0-4aae-8296-f0139b0b19c3,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17503184757166,-147.63117381408986,POINT (-147.63117381408986 65.17503184757166),2024-07-14 23:52:41 UTC,2024-07-14 23:53:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Pleurozium,,0.1,4.4,
8e764e4c-3c59-45ca-a48a-224084fe9905,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502442193702,-147.63117788842533,POINT (-147.63117788842533 65.17502442193702),2024-07-14 23:53:10 UTC,2024-07-14 23:53:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,1,5.4,
1fcca48b-1a1d-4962-8a26-641911742eca,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502588022954,-147.63117450623997,POINT (-147.63117450623997 65.17502588022954),2024-07-14 23:53:22 UTC,2024-07-14 23:55:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,13,38.4,
e0b1514a-ecbb-4176-a582-5ebf5429d9ca,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.1750263877447,-147.63118377235315,POINT (-147.63118377235315 65.1750263877447),2024-07-14 23:54:24 UTC,2024-07-14 23:54:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,24,38.4,
2220bde5-5bfc-43b1-8e89-1c50e65b619c,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,2,65.17502661044807,-147.6311849773326,POINT (-147.6311849773326 65.17502661044807),2024-07-14 23:55:30 UTC,2024-07-14 23:55:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Unburned moss,57.6,100,
e1534e52-7ea3-44a7-b1a8-74bb04afe1c1,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17505822160031,-147.6311469219188,POINT (-147.6311469219188 65.17505822160031),2024-07-14 23:59:51 UTC,2024-07-14 23:59:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,0.1,0.1,
180136a0-7a7f-4b8e-a005-d26fb0903a34,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506194596989,-147.6311538981519,POINT (-147.6311538981519 65.17506194596989),2024-07-15 00:00:00 UTC,2024-07-15 00:00:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,1,1.1,
224a95c6-45af-4310-9599-07f3dac1d3c8,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506399661403,-147.63115085092957,POINT (-147.63115085092957 65.17506399661403),2024-07-15 00:00:08 UTC,2024-07-15 00:00:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,2,3.1,
be22f81f-b007-40d9-b137-655c9c91c385,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506871126625,-147.6311531232603,POINT (-147.6311531232603 65.17506871126625),2024-07-15 00:00:24 UTC,2024-07-15 00:00:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,8,11.1,
e9151a1d-ed30-4775-8585-888a448b3004,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.175066806667,-147.63116144001268,POINT (-147.63116144001268 65.175066806667),2024-07-15 00:00:35 UTC,2024-07-15 00:00:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,2,13.1,
ef81bf14-4882-48a6-8863-e29078ca371f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506053651798,-147.63114824615027,POINT (-147.63114824615027 65.17506053651798),2024-07-15 00:00:51 UTC,2024-07-15 00:01:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,3,16.1,
dcf713c8-139f-4ab3-a681-54b9944f1409,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506563667447,-147.63115466328992,POINT (-147.63115466328992 65.17506563667447),2024-07-15 00:01:01 UTC,2024-07-15 00:01:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,1,17.1,
e4411cf9-37aa-4242-9b95-3e77e5dcfeab,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506103293094,-147.631154099492,POINT (-147.631154099492 65.17506103293094),2024-07-15 00:01:19 UTC,2024-07-15 00:01:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,16,33.1,
de8974f9-a84d-4d97-bcc5-50f19c8430fa,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,2,65.17506699192022,-147.63115810432004,POINT (-147.63115810432004 65.17506699192022),2024-07-15 00:01:58 UTC,2024-07-15 00:02:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Burned moss,66.9,100,
42560c7e-bb27-46b4-ab32-0f089bdb666e,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510186592983,-147.6311014781312,POINT (-147.6311014781312 65.17510186592983),2024-07-15 00:05:38 UTC,2024-07-15 00:05:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,0.1,0.1,
b06d30e1-9d46-4178-8efb-3e0fc75a3f7c,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510843384449,-147.63109542270573,POINT (-147.63109542270573 65.17510843384449),2024-07-15 00:05:46 UTC,2024-07-15 00:05:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,1,1.1,
e45c3326-fd49-41e7-b5df-87574d80ef96,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510512924855,-147.6310978713099,POINT (-147.6310978713099 65.17510512924855),2024-07-15 00:05:54 UTC,2024-07-15 00:06:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,1,2.1,
715afea4-8724-4fa2-8297-00b81397ebce,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510283407935,-147.63111123332237,POINT (-147.63111123332237 65.17510283407935),2024-07-15 00:06:04 UTC,2024-07-15 00:06:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,2,4.1,
64bca4a2-a52e-4836-a3b5-014b4abb799c,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510389944094,-147.63110212424826,POINT (-147.63110212424826 65.17510389944094),2024-07-15 00:06:15 UTC,2024-07-15 00:06:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,5,9.1,
120c0c42-4c3e-49d6-a122-b4a3215fa8e7,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.1750952201627,-147.63110254181953,POINT (-147.63110254181953 65.1750952201627),2024-07-15 00:06:38 UTC,2024-07-15 00:06:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,2,11.1,
d36d286a-f14e-4e06-844c-82f763688cb6,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17510022079713,-147.6311316235292,POINT (-147.6311316235292 65.17510022079713),2024-07-15 00:06:49 UTC,2024-07-15 00:07:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Burned moss,7,18.1,
f20583e5-7bd3-430e-bd31-a445320698c2,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,2,65.17509608010876,-147.63111698738348,POINT (-147.63111698738348 65.17509608010876),2024-07-15 00:07:07 UTC,2024-07-15 00:07:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,81.9,100,
faf8dad4-235d-4c09-9619-abba76159edf,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513826553024,-147.63108787524948,POINT (-147.63108787524948 65.17513826553024),2024-07-15 00:11:31 UTC,2024-07-15 00:12:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,0.1,0.1,
e2fc8e59-aa1f-408d-9596-4feaba3aeb99,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513306825255,-147.63106095033777,POINT (-147.63106095033777 65.17513306825255),2024-07-15 00:12:02 UTC,2024-07-15 00:12:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Pleurozium,,0.1,0.2,
8ccf731f-aaf2-49ad-af7e-1c553ee0e5ff,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513135919253,-147.63106438389406,POINT (-147.63106438389406 65.17513135919253),2024-07-15 00:12:14 UTC,2024-07-15 00:12:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,0.1,0.3,
386853b1-6374-4b94-9b7d-cb45bbb561af,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513260978893,-147.6310766260107,POINT (-147.6310766260107 65.17513260978893),2024-07-15 00:12:36 UTC,2024-07-15 00:12:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,1,1.3,
624ef9ef-f8e2-4082-95fc-425bb4602832,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.1751350521442,-147.6310751499111,POINT (-147.6310751499111 65.1751350521442),2024-07-15 00:12:46 UTC,2024-07-15 00:12:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,3,4.3,
20bae766-c04b-4b47-8a22-53d5572fedbe,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513996459212,-147.63107261024717,POINT (-147.63107261024717 65.17513996459212),2024-07-15 00:12:56 UTC,2024-07-15 00:13:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,3,7.3,
dcec2230-d965-4152-a00a-7e897b181367,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17514392637824,-147.63108004091464,POINT (-147.63108004091464 65.17514392637824),2024-07-15 00:13:10 UTC,2024-07-15 00:13:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,0.1,7.4,
7f153dc2-3e05-4347-abaf-d7187accf1cc,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17514030397298,-147.63108258298053,POINT (-147.63108258298053 65.17514030397298),2024-07-15 00:13:27 UTC,2024-07-15 00:13:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,0.1,7.5,
6679b1be-6beb-4c2e-831b-7a4528a8401a,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513764792416,-147.63108222463043,POINT (-147.63108222463043 65.17513764792416),2024-07-15 00:13:40 UTC,2024-07-15 00:14:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,10,17.5,
75998e31-f66e-47bd-8044-691f3cceec53,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,2,65.17513796082656,-147.63108281638543,POINT (-147.63108281638543 65.17513796082656),2024-07-15 00:14:05 UTC,2024-07-15 00:14:28 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Unburned moss,82.5,100,
bc344d34-f432-47c1-a4bd-dbcfa4225e7d,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17517698948379,-147.63105509817632,POINT (-147.63105509817632 65.17517698948379),2024-07-15 00:18:02 UTC,2024-07-15 00:18:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,4,4,
69601564-7fe5-4008-b7ef-c6cdc9e51502,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17517246528863,-147.6310594116991,POINT (-147.6310594116991 65.17517246528863),2024-07-15 00:18:11 UTC,2024-07-15 00:18:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Foliose Lichen,,2,6,
ef100c3b-65d9-474b-a230-2909ea013cf6,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515695649534,-147.6310615334205,POINT (-147.6310615334205 65.17515695649534),2024-07-15 00:18:20 UTC,2024-07-15 00:18:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Burned lichen,0.1,6.1,
08e3dd63-f304-4dd1-a392-770f93506b9c,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516435954573,-147.63105550061564,POINT (-147.63105550061564 65.17516435954573),2024-07-15 00:18:38 UTC,2024-07-15 00:18:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,0.1,6.2,
0785754c-b49e-4b42-9dc0-e771ce74d35c,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.1751675038785,-147.6310573957485,POINT (-147.6310573957485 65.1751675038785),2024-07-15 00:18:58 UTC,2024-07-15 00:19:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,1,7.2,
a119eb2b-b75b-450e-ab3e-992d7b4b0d4a,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516800965758,-147.63104656652192,POINT (-147.63104656652192 65.17516800965758),2024-07-15 00:19:09 UTC,2024-07-15 00:19:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,2,9.2,
c3f6db74-64e1-4c3e-88ed-1615dba2a66f,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17516193782646,-147.63104963659455,POINT (-147.63104963659455 65.17516193782646),2024-07-15 00:19:20 UTC,2024-07-15 00:19:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,7,16.2,
5d70a857-b587-4263-bc48-e88888197c84,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515338678899,-147.6310544211975,POINT (-147.6310544211975 65.17515338678899),2024-07-15 00:19:34 UTC,2024-07-15 00:19:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,0.1,16.3,
22e931d9-9058-48fb-b0ed-6e986f61fd3d,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515194492272,-147.63106246432645,POINT (-147.63106246432645 65.17515194492272),2024-07-15 00:19:47 UTC,2024-07-15 00:19:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,17.3,
5254f8f6-0384-411c-b56e-119211f01862,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.17515411553873,-147.63105907988066,POINT (-147.63105907988066 65.17515411553873),2024-07-15 00:19:58 UTC,2024-07-15 00:20:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Burned moss,11,28.3,
4b49b0f5-261d-4b6d-8bd0-b0ccae4e4885,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,2,65.175142438781,-147.63106182936377,POINT (-147.63106182936377 65.175142438781),2024-07-15 00:20:51 UTC,2024-07-15 00:21:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,71.7,100,
c80a9926-17da-47db-929d-362a6d92d8f1,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518188721287,-147.63103364329447,POINT (-147.63103364329447 65.17518188721287),2024-07-15 00:28:48 UTC,2024-07-15 00:29:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Polytrichum,,0.1,0.1,
fdf24337-f864-48d6-ab5a-9404ac8e27d8,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.1751895027543,-147.6310389417254,POINT (-147.6310389417254 65.1751895027543),2024-07-15 00:29:03 UTC,2024-07-15 00:29:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fruticose Lichen,,0.1,0.2,
adbfd86d-4416-4e2d-a63a-0e1dc8e0262c,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17519135122492,-147.6310341586032,POINT (-147.6310341586032 65.17519135122492),2024-07-15 00:29:11 UTC,2024-07-15 00:29:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Pleurozium,,0.1,0.3,
ffa2acba-3ade-4cf8-905a-138315be0ef7,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.1751913185904,-147.63103106283708,POINT (-147.63103106283708 65.1751913185904),2024-07-15 00:29:19 UTC,2024-07-15 00:29:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Ceratodon purpureus,,1,1.3,
863c4750-e4cf-4146-b4c7-9e306ac13ccc,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518838978323,-147.63103084500497,POINT (-147.63103084500497 65.17518838978323),2024-07-15 00:29:27 UTC,2024-07-15 00:29:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Litter,,3,4.3,
bb0416a0-cd32-4d4b-a54b-2641d4bf2ff7,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518838978323,-147.63103084500497,POINT (-147.63103084500497 65.17518838978323),2024-07-15 00:29:36 UTC,2024-07-15 00:29:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Grass Litter,,5,9.3,
0eecad7d-af22-448b-afb4-b0150c3812d0,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518838978323,-147.63103084500497,POINT (-147.63103084500497 65.17518838978323),2024-07-15 00:29:43 UTC,2024-07-15 00:29:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,6,15.3,
db2cb938-f396-4967-8c51-1c6b1b03aa72,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518473076173,-147.63103855220098,POINT (-147.63103855220098 65.17518473076173),2024-07-15 00:30:00 UTC,2024-07-15 00:30:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,2,17.3,
228d6442-c4c2-477a-9634-907d03f211b1,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518473076173,-147.63103855220098,POINT (-147.63103855220098 65.17518473076173),2024-07-15 00:30:07 UTC,2024-07-15 00:30:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Organic,,22,39.3,
479f3cd3-157d-41be-97b1-bcbc68922a08,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,2,65.17518404489292,-147.63104352035404,POINT (-147.63104352035404 65.17518404489292),2024-07-15 00:30:39 UTC,2024-07-15 00:31:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,,Burned moss,60.7,100,
7de8cd19-df6c-4f60-8e5c-3cf6f0c6446b,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.17521034026264,-147.6310494896567,POINT (-147.6310494896567 65.17521034026264),2024-07-15 00:34:31 UTC,2024-07-15 00:34:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Coarse Woody Debris,,2,2,
ef83b503-1edd-4712-924d-3e4f8f2f7129,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,2,65.1752051698642,-147.6310240998678,POINT (-147.6310240998678 65.1752051698642),2024-07-15 00:34:54 UTC,2024-07-15 00:35:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,Fine Woody Debris,,1,3,
