fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,site,site_remove,plot,disk_label,disk_species,disk_sample_diameter,disk_height,disk_notes,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
e0220e65-4df3-42b8-994b-7e0f826a1db8,2024-07-15 23:06:32 UTC,2024-07-17 06:35:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:20 UTC,2024-07-17 06:35:28 UTC,2,,,,,,,2024-07-15,Lost horse,Loho2,2,A,CCE LoHo 2A ,black spruce,9.9,5.5,,,,,,
aaf2182b-6654-48a8-8905-f68f30030a5f,2024-07-15 23:08:16 UTC,2024-07-17 06:35:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:20 UTC,2024-07-17 06:35:22 UTC,2,,,,,,,2024-07-15,Lost horse,Loho2,2,C,CCE LoHo 2C ,black spruce,10.3,8.5,,,,,,
57636c1c-4d42-445b-b2fa-51e95d3ea164,2024-07-15 21:27:59 UTC,2024-07-17 06:35:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:21 UTC,2024-07-17 06:35:15 UTC,2,,,,,,,2024-07-15,Lost horse,Loho1,1,B,LoHo1B ,black spruce,13.1,8,,,,,,
9c674389-520c-4eef-8226-b809fcce51cc,2024-07-15 21:28:26 UTC,2024-07-17 06:35:00 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:21 UTC,2024-07-17 06:35:02 UTC,2,,,,,,,2024-07-15,Lost horse,Loho1,1,C,CCE LoHo 1C,black spruce,13.8,3,,,,,,
bfcba8a3-a153-430b-9d2e-3875ca9e8f02,2024-07-15 21:26:50 UTC,2024-07-17 06:34:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:57:22 UTC,2024-07-17 06:34:52 UTC,2,,,,,,,2024-07-15,Lost horse,Loho1,1,A,CCE LoHo 1A,black spruce,13.2,5,,,,,,
e21927cb-4c3a-40bb-81e4-e53a075660bf,2024-07-18 19:44:55 UTC,2024-07-18 20:22:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:45 UTC,2024-07-19 18:39:45 UTC,1,,,,,,,2024-07-18,Lot Horse,LoHo4,,A,LoHo4 CCE A 7.18.2024,black spruce,14.1,7,,,,,,
d90533ed-a65c-4559-80c4-91a801b78f8e,2024-07-18 19:58:50 UTC,2024-07-18 20:23:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:45 UTC,2024-07-19 18:39:45 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo4,,C,LoHo4 CCE C 7.18.2024,black spruce,13,8,,,,,,
933f76e2-8df0-4689-9b54-4af6d56b9892,2024-07-18 19:57:52 UTC,2024-07-18 21:11:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:46 UTC,2024-07-19 18:39:46 UTC,1,,,,,,,2024-07-18,Lot Horse,LoHo4,,B,LoHo4 CCE B 7.18.2024,black spruce,16.4,11,,,,,,
9407e240-315d-4fe2-b1c0-daa9a942a680,2024-07-18 22:03:21 UTC,2024-07-18 22:13:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:46 UTC,2024-07-19 18:39:46 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo5,,A,LoHo5 CCE 7/18/24 A,black spruce,15.9,5.5,,,,,,
06f99d2a-9cc0-4b3d-842b-26be629b6992,2024-07-18 22:13:47 UTC,2024-07-18 22:18:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:47 UTC,2024-07-19 18:39:47 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo5,,B,LoHo5 CCE 7/18/24 B,black spruce,10.4,7.5,,,,,,
4c4d5a88-64e4-4073-b265-b08aef153fc9,2024-07-18 22:16:57 UTC,2024-07-18 22:24:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:48 UTC,2024-07-19 18:39:48 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo5,,C,LoHo5 CCE 7/18/24 C,black spruce,11.3,6,,,,,,
8921f23e-1b13-47e2-af6d-acc1652be964,2024-07-19 00:53:15 UTC,2024-07-19 00:54:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:48 UTC,2024-07-19 18:39:48 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo6,,A,LoHo6 CCE 7/18/24 A,black spruce,11.9,5.5,,,,,,
cabd8847-d80d-4696-b7a7-d2f04209405f,2024-07-19 00:54:28 UTC,2024-07-19 01:11:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:49 UTC,2024-07-19 18:39:49 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo6,,B,LoHo6 CCE 7/18/24 B,black spruce,12.5,7.5,,,,,,
1bae53cf-0769-4ecf-8f1b-d324400269ff,2024-07-19 00:54:49 UTC,2024-07-19 01:11:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 18:39:50 UTC,2024-07-19 18:39:50 UTC,1,,,,,,,2024-07-18,Lost Horse,LoHo6,,C,LoHo6 CCE 7/18/24 C,black spruce,16.4,8.5,,,,,,
409ce5c6-5aba-4b55-bb7e-0d5d8508afa1,2024-07-25 21:10:53 UTC,2024-07-25 21:12:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:22:23 UTC,2024-07-26 17:22:23 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,,A,Hays4A,black spruce,15,4.5,,,,,,
bbe53f89-f9e7-43cb-ba34-f1e11e61ee72,2024-07-25 21:23:24 UTC,2024-07-25 21:28:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:22:24 UTC,2024-07-26 17:22:24 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,,C,Hays4C,black spruce,12.6,8.5,,,,,,
592827cd-6e01-49f1-ba81-418ea41ac172,2024-07-25 21:34:56 UTC,2024-07-25 21:35:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:22:24 UTC,2024-07-26 17:22:24 UTC,1,,,,,,,2024-07-25,Haystack,Hays4,,B,Hays4B,black spruce,11.5,4,,,,,,
feb30cc0-1964-464d-8a7d-aebb5293d3d4,2024-07-26 00:17:48 UTC,2024-07-26 00:18:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:06 UTC,2024-07-26 17:23:06 UTC,1,,,,,,,2024-07-25,Haystack,Hays5 ,,C,Hays5C,black spruce,10.1,4,,,,,,
4769d0f8-8ade-4895-a7a8-d0b3e1647a24,2024-07-26 00:16:11 UTC,2024-07-26 00:19:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:07 UTC,2024-07-26 17:23:07 UTC,1,,,,,,,2024-07-25,Haystack,Hays5,,B,Hays5B ,black spruce,9.4,6,,,,,,
dc2d45e0-b052-40da-a1d3-df929b257b1e,2024-07-26 00:04:37 UTC,2024-07-26 00:20:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:07 UTC,2024-07-26 17:23:07 UTC,1,,,,,,,2024-07-25,Haystack,Hays5,,A,HAYS5-A CCE 7/25/24,black spruce,11.4,9,,,,,,
c5cae549-1ef3-4630-bb98-07efeb16dc23,2024-07-26 02:25:03 UTC,2024-07-26 02:30:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:08 UTC,2024-07-26 17:23:08 UTC,1,,,,,,,2024-07-25,Haystack,HAYS6,,A,HAYS6-A CCE 7/25/24,black spruce,9.1,6,,,,,,
71fce7c0-b0fe-4c56-96da-de8d315c7845,2024-07-26 02:34:11 UTC,2024-07-26 02:36:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:08 UTC,2024-07-26 17:23:08 UTC,1,,,,,,,2024-07-25,Haystack,Hays6,,C,Hays6C CCE 7/25/24,black spruce,11.4,10,,,,,,
b903a09a-186e-42be-bf8b-4eedae5f8f25,2024-07-26 02:30:57 UTC,2024-07-26 02:36:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-26 17:23:09 UTC,2024-07-26 17:23:09 UTC,1,,,,,,,2024-07-25,Haystack,Hays6,,B,Hays6B CCE 7/25/24,black spruce,8,7,,,,,,
4a711722-1e0f-4602-909e-967f7b1b5595,2024-07-28 19:39:16 UTC,2024-07-28 20:11:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:41:49 UTC,2024-07-29 04:41:49 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr1,,A,McCr1A,black spruce,6.9,4.5,,,,,,
f98b130f-9041-48bc-8b93-e6975eeb9a5a,2024-07-28 19:39:55 UTC,2024-07-28 20:12:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:41:50 UTC,2024-07-29 04:41:50 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr1,,B,McCr1B,black spruce,5.5,3.5,,,,,,
de3747b9-676b-477c-97cc-6dc96876d0d2,2024-07-28 23:22:38 UTC,2024-07-29 00:13:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:41:50 UTC,2024-07-29 04:41:50 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,,A,McCr4A,black spruce,14.3,6,,,,,,
c6a48f3e-364e-41f2-905d-ffa8cfc24493,2024-07-28 23:21:42 UTC,2024-07-29 00:13:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:41:51 UTC,2024-07-29 04:41:51 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,,B,McCr4B,black spruce,10.8,12,,,,,,
9ecfae6e-29cd-4744-9540-a63532e3dc60,2024-07-28 23:20:31 UTC,2024-07-29 00:14:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:41:51 UTC,2024-07-29 04:41:51 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,,C,McCr4C,black spruce,15.9,5,,,,,,
51cf4c9e-e736-4206-bfa8-805340e12378,2024-07-29 19:53:48 UTC,2024-07-29 20:10:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:14 UTC,2024-07-30 05:39:14 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,,A,McCr6,black spruce,7,3,,,,,,
44246c24-b067-4edb-8402-9d03e980b083,2024-07-29 19:55:41 UTC,2024-07-29 20:11:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:16 UTC,2024-07-30 05:39:16 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,,B,McCr6B,black spruce,8.2,5,,,,,,
86012901-7142-4b59-99e7-287bd0bdc08f,2024-07-29 20:02:04 UTC,2024-07-29 20:11:11 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:16 UTC,2024-07-30 05:39:16 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,,C,McCr6C,black spruce,8.1,17,,,,,,
e9a83551-e300-43fd-9abc-7067e2138d91,2024-07-29 23:41:20 UTC,2024-07-29 23:42:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:17 UTC,2024-07-30 05:39:17 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,,A,McCr2A,black spruce,4.6,2.5,,,,,,
80301675-7736-483c-801f-efa5bf1916e2,2024-07-29 23:41:05 UTC,2024-07-29 23:42:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:17 UTC,2024-07-30 05:39:17 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,,B,McCr2B,black spruce,5.3,5.5,,,,,,
1ee68b3e-55ec-48a9-8f4e-364b01f6fd7a,2024-07-29 23:40:50 UTC,2024-07-29 23:43:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:17 UTC,2024-07-30 05:39:17 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,,C,McCr2C,black spruce,5.7,3,,,,,,
eacc7001-3d64-44f4-b465-2be557c7ebfa,2024-07-29 17:36:57 UTC,2024-07-29 17:52:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:32 UTC,2024-07-30 05:39:32 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,,A,McCr5A,black spruce,6,5,,,,,,
19518762-eca0-481b-8020-976d0a6e97ca,2024-07-29 17:39:03 UTC,2024-07-29 17:52:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:33 UTC,2024-07-30 05:39:33 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,,B,McCr5B,black spruce,7.4,2.5,,,,,,
522df71b-0ee8-441a-aa13-5695e30d4337,2024-07-29 17:43:39 UTC,2024-07-29 17:52:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:33 UTC,2024-07-30 05:39:33 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr5,,C,McCr5C,black spruce,6.8,5,,,,,,
14b3dd2f-2920-4e4a-aa05-291bc40c7d25,2024-07-28 19:40:18 UTC,2024-07-29 17:52:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:33 UTC,2024-07-30 05:39:33 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr1,,C,McCr1C,black spruce,6.7,5,,,,,,
c5a5a0c0-b4ed-45f6-866a-66bc521b351a,2024-07-30 19:53:22 UTC,2024-07-30 19:54:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:36 UTC,2024-07-31 15:12:36 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1 ,,B,NuCr1 B CCE ,black spruce,6.7,7,,,,,,
f3cc4873-feda-486d-bfb0-c27347880add,2024-07-30 19:52:23 UTC,2024-07-30 19:54:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:37 UTC,2024-07-31 15:12:37 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1,,A,NuCr1 A CCE,black spruce,9.6,9,,,,,,
47d97c58-61af-421f-9dbc-47b021ab3ee7,2024-07-30 19:54:19 UTC,2024-07-30 19:54:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:37 UTC,2024-07-31 15:12:37 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1,,C,NuCr1 C CCE 7/30/24,black spruce,8.7,8.5,,,,,,
de385b59-acf0-41aa-90ac-b23b2e55bed3,2024-07-30 22:53:02 UTC,2024-07-30 22:58:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:38 UTC,2024-07-31 15:12:38 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,,A,NuCr2 A CCE 7/30/24,black spruce,7.9,5,,,,,,
d718c825-5cee-4e11-b550-9697652aa0c2,2024-07-30 23:06:54 UTC,2024-07-30 23:12:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:55 UTC,2024-07-31 15:12:55 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,,C,NuCr2 C CCE 7/30/24,black spruce,11.5,6.5,,,,,,
10d60666-5e39-401e-bfa5-18dc0a2cba2f,2024-07-30 23:05:35 UTC,2024-07-30 23:12:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:55 UTC,2024-07-31 15:12:55 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,,B,NuCr2 B CCE,black spruce,14.4,6,,,,,,
45d3cae3-70b6-4e04-a978-02aae121b5b0,2024-07-31 01:55:50 UTC,2024-07-31 02:21:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:56 UTC,2024-07-31 15:12:56 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,,A,NuCr3A,black spruce,9.04,5,From downed tree,,,,,
6f20f44b-1541-426a-9a1e-fed1284a81cd,2024-07-31 01:59:39 UTC,2024-07-31 02:21:56 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:58 UTC,2024-07-31 15:12:58 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,,B,NuCr3B,black spruce,6,9,"Taken from downed tree, kinda of high above root ball, but many sizable roots between cut and proper ball. Measured to widening. ",,,,,
b6b1fc36-91bd-4cc8-ab7c-5db7aa6398d7,2024-07-31 02:03:43 UTC,2024-07-31 02:22:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:12:59 UTC,2024-07-31 15:12:59 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,,C,NuCr3C,black spruce,6.33,6.5,,,,,,
90d50d41-963f-4d8e-85d3-aaa13694c28b,2024-07-31 20:07:50 UTC,2024-07-31 20:09:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:16 UTC,2024-08-01 05:48:16 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,,A,NuCr4A,black spruce,8.8,4,,,,,,
722c49b6-cb1a-40ef-91ba-f051d0807643,2024-07-31 20:13:47 UTC,2024-07-31 20:15:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:17 UTC,2024-08-01 05:48:17 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,,B,NuCr4B,black spruce,7.1,3.5,,,,,,
b49884ed-5e2c-4a3d-9602-e99f8af7a1e7,2024-07-31 20:15:25 UTC,2024-07-31 20:24:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:17 UTC,2024-08-01 05:48:17 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,,C,NuCr4C,black spruce,13.1,7,,,,,,
f8e88863-477d-4d55-b1ca-8e9d08af0a6a,2024-07-31 23:20:54 UTC,2024-07-31 23:22:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:18 UTC,2024-08-01 05:48:18 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,,A,NuCr5A,black spruce,10.1,4,From downed tree,,,,,
89881435-cbe2-490d-a152-c15b9328143c,2024-07-31 23:22:47 UTC,2024-07-31 23:24:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:18 UTC,2024-08-01 05:48:18 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,,B,NuCr5B,black spruce,4.6,4.5,From downed tree,,,,,
ced8063c-3324-4ae9-b6b6-ad799bfc9caf,2024-07-31 23:24:28 UTC,2024-07-31 23:27:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:19 UTC,2024-08-01 05:48:19 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,,C,NuCr5C,black spruce,7.1,4,From downed tree,,,,,
eb88f805-37a4-437e-b08d-c72906751c69,2024-08-01 02:00:42 UTC,2024-08-01 02:02:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:19 UTC,2024-08-01 05:48:19 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,,A,NuCr6,black spruce,13,7,,,,,,
46384deb-e120-4a9c-ab25-b10fa1df6822,2024-08-01 02:04:14 UTC,2024-08-01 02:05:39 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:20 UTC,2024-08-01 05:48:20 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,,B,NuCr6 B CCE 7/31/24,black spruce,12.2,0.5,,,,,,
f7f8aa95-b692-4db0-9f66-ab98b77b2b2d,2024-08-01 02:06:51 UTC,2024-08-01 02:10:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:48:21 UTC,2024-08-01 05:48:21 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,,C,NuCr6 C CCE 7/31/2024,black spruce,11.6,4.5,,,,,,
6d75f7c2-c25c-440c-a49d-2ec1ffff6444,2024-08-01 19:54:40 UTC,2024-08-01 19:56:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:23 UTC,2024-08-02 05:29:23 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,,A,MuCr1A,black spruce,6.7,14,Tree by sphagnum hummock,,,,,
e1dd04e5-0124-48c0-9a78-d6e1c89f1aab,2024-08-01 19:55:12 UTC,2024-08-01 19:56:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:23 UTC,2024-08-02 05:29:23 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,,B,MuCr1B,black spruce,6,4,,,,,,
bd046037-f9d8-4cbf-ac3a-14c04d82bbf0,2024-08-01 19:55:41 UTC,2024-08-01 19:57:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:24 UTC,2024-08-02 05:29:24 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,,C,MuCr1C,black spruce,3.5,3,,,,,,
34752952-d3c6-4d8c-b485-4e060550c38a,2024-08-02 02:19:33 UTC,2024-08-02 02:19:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:24 UTC,2024-08-02 05:29:24 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,,B,MuCr3B,black spruce,7,3,,,,,,
3fc5fe08-d0a1-4dce-aa50-a18b06fa2e00,2024-08-02 02:19:58 UTC,2024-08-02 02:20:18 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:24 UTC,2024-08-02 05:29:24 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,,A,MuCr3A,black spruce,5.8,2,,,,,,
eb106e91-9169-4f0e-95ff-a74079f02233,2024-08-02 02:18:37 UTC,2024-08-02 02:20:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:25 UTC,2024-08-02 05:29:25 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,,C,MuCr3C,black spruce,5.9,8,"Tree very wet, seems freshly dead. Couldn’t write label. High sphagnum up trunk",,,,,
0b5d12db-6550-4db7-9212-98f76ea88662,2024-08-01 23:02:14 UTC,2024-08-01 23:02:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 06:11:14 UTC,2024-08-02 06:11:14 UTC,1,,,,,,,2024-08-01,Munson Creek ,MuCr2,,A,MuCr2 A CCE 8/1/24,black spruce,87,5.5,,,,,,
e6409957-320c-4399-86b9-bfc77af0ffa2,2024-08-01 23:06:12 UTC,2024-08-01 23:06:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 06:11:14 UTC,2024-08-02 06:11:14 UTC,1,,,,,,,2024-08-01,Munson Creek ,MuCr2 ,,B,MuCr2 B CCE 8/1/24,black spruce,9.8,10.5,In hummock of sphagnum ,,,,,
