fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,created_at,updated_at,created_by,updated_by,location,green_moss,depth1,org_hit,org_hit_other,thaw_d,thaw_hit,thaw_hit_other,ar_sol_depth1,ar_sol_hit,ar_sol_hit_other,ar_height1,ar_height2,ar_height3,collected,sample_id,smple_num,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,sample_photo,sample_photo_caption,sample_photo_url,general_notes
805fc30a-9d02-4414-9ccc-b926a7807fce,55c303f7-1dd1-416d-9960-1e5a0867190a,55c303f7-1dd1-416d-9960-1e5a0867190a,2,2024-07-14 23:50:05 UTC,2024-07-14 23:56:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,7,Mineral,,82,Rock,,13,Mineral,,12,19,12,yes,Hays3c,Hays3c,7,7,13,12,8,9,,10,,,,,Core,M1 and m2 5 cm deep,,,,
7a7a7ec3-f63b-43e7-8593-35381f2edc26,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,2,2024-07-15 00:12:17 UTC,2024-07-15 00:14:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,19,Mineral,,68,Frozen Ground,,7,Mineral,,12,12,19,no,,Na,,,,,,,,,,,,,,,,,,
40550158-e79c-48f7-92d3-c984046312d4,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,2,2024-07-15 00:14:06 UTC,2024-07-15 00:18:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,20,Mineral,,82,Frozen Ground,,15,Mineral,,20,18,,no,,Na,,,,,,,,,,,,,,,,,,
aa7845df-dd97-4db9-aec7-7389e6b9e29d,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,c7b8fd4c-772c-4afb-a8b4-cffd51bcf706,2,2024-07-15 00:18:28 UTC,2024-07-15 00:28:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,7,Mineral,,65,Rock,,7,,,10,8,,yes,Hays3a,Hays3a,8,6,10,10,10,11,,10,,,,,Core,M1 and 2 bot cm,,,,
e12a9f4b-a565-4299-9f4d-c586935f13c2,9f001243-cd20-413f-a7fd-425db539cfef,9f001243-cd20-413f-a7fd-425db539cfef,2,2024-07-15 20:27:48 UTC,2024-07-15 20:29:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,14.5,Mineral,,63,Rock,,0.5,Mineral,,12,15,16,no,,,,,,,,,,,,,,,,,,,,
8b51b701-ef1a-44cf-81b5-1cda82e85a83,9f001243-cd20-413f-a7fd-425db539cfef,9f001243-cd20-413f-a7fd-425db539cfef,2,2024-07-15 20:29:39 UTC,2024-07-15 20:31:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,11.5,Mineral,,21,Rock,,12.5,Mineral,,11,10,8,no,,,,,,,,,,,,,,,,,,,,
13d9b7b9-4b1f-4aa2-9812-a2829db3a243,9f001243-cd20-413f-a7fd-425db539cfef,9f001243-cd20-413f-a7fd-425db539cfef,2,2024-07-15 20:32:09 UTC,2024-07-15 20:39:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,5,Mineral,,32,Rock,,1.5,Mineral,,5,7,6.5,yes,LOHO1C-O,LOHO1C,4.5,5,9,9,10,10,,,5,5,5,5,Core,,,,,
be7867ad-17b9-433b-88b3-65cfe62e57e5,c23e145b-d7eb-4af7-985c-d571a8b04178,c23e145b-d7eb-4af7-985c-d571a8b04178,2,2024-07-15 20:39:29 UTC,2024-07-15 20:40:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,1,Mineral,,16,Rock,,2,Mineral,,24,25,13,no,,,,,,,,,,,,,,,,,,,,
ce8c3392-8bd3-475c-89b2-c5a671ba3737,c23e145b-d7eb-4af7-985c-d571a8b04178,c23e145b-d7eb-4af7-985c-d571a8b04178,2,2024-07-15 20:40:39 UTC,2024-07-15 20:42:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,16.5,Mineral,,53,Rock,,1,Mineral,,18,17,11,no,,,,,,,,,,,,,,,,,,,,
a120d94b-b709-40eb-a454-3f5d4008cbc1,c23e145b-d7eb-4af7-985c-d571a8b04178,c23e145b-d7eb-4af7-985c-d571a8b04178,2,2024-07-15 20:42:31 UTC,2024-07-15 20:50:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,7.5,Rock,,55,Rock,,0.5,Mineral,,13,17,11,yes,LOHO1B,LOHO1B,7.5,8,10,10,10.5,12,,,5,5,5,5,Core,Crumbly,,,,
260eda97-2879-435a-b8f2-9f4113485e5e,93bb664b-8b32-489a-a753-a9379493320d,93bb664b-8b32-489a-a753-a9379493320d,2,2024-07-15 20:50:14 UTC,2024-07-15 20:51:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,10,Mineral,,54,Rock,,7.5,Mineral,,12,7,,no,,,,,,,,,,,,,,,,,,,,
1d664d90-c2a7-409f-acc1-4a252282dce4,93bb664b-8b32-489a-a753-a9379493320d,93bb664b-8b32-489a-a753-a9379493320d,2,2024-07-15 20:51:18 UTC,2024-07-15 20:52:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,6.5,Mineral,,63,Rock,,9,Mineral,,19,13,5,no,,,,,,,,,,,,,,,,,,,,
e6c6d173-af26-40f2-89a5-6e4c0e1237ff,93bb664b-8b32-489a-a753-a9379493320d,93bb664b-8b32-489a-a753-a9379493320d,2,2024-07-15 20:52:37 UTC,2024-07-15 20:59:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,1,Mineral,,60,Rock,,1.5,Mineral,,19,12,1,yes,LOHO1A,LOHO1A,9,10,13,12,12,10,Some green moss under burned moss,,5,5,5,5,Core,,,,,
a395d7b3-b29e-4151-83b2-e6598d2de58f,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,1,2024-07-15 22:31:17 UTC,2024-07-15 22:41:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,12,Mineral,,83,Rock,,11.5,Mineral,,14,10,9,yes,Loho2b,Loho2b,14,13.5,10.5,10.5,14,12,,8,5,,3,,Core,Rocky,,,,
bda35fd6-4730-47fc-b511-89974c217f10,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,1,2024-07-15 22:38:48 UTC,2024-07-15 22:40:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,9.5,Mineral,,78,Rock,,8.5,Mineral,,3,5.5,4,no,,,,,,,,,,,,,,,,,,,,
1d47a483-7d1b-45c5-b967-4cd976bdc158,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,d1612e78-7ba6-4023-885e-6e2e35e3bc8f,1,2024-07-15 22:41:39 UTC,2024-07-15 22:43:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,14,Mineral,,67,Rock,,14,Mineral,,4,6,5,no,,,,,,,,,,,,,,,,,,,,
47733df8-254b-465b-85af-57638e9ea773,94e9f6be-8922-446d-996a-d92a71d639f8,94e9f6be-8922-446d-996a-d92a71d639f8,2,2024-07-16 18:08:17 UTC,2024-07-16 18:09:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,26.5,Mineral,,58,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
300d1598-4766-49d5-8842-39f0a134aba4,94e9f6be-8922-446d-996a-d92a71d639f8,94e9f6be-8922-446d-996a-d92a71d639f8,2,2024-07-16 18:10:19 UTC,2024-07-16 18:11:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,28.5,Mineral,,92,Ice,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
3bca6cd8-c45e-48fe-951c-75b54813f5b5,94e9f6be-8922-446d-996a-d92a71d639f8,94e9f6be-8922-446d-996a-d92a71d639f8,2,2024-07-16 18:12:18 UTC,2024-07-16 18:13:33 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,44,Mineral,,53,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,Sphagnum 
9eff4d84-bbef-479c-82ba-964a73edfd40,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,2,2024-07-16 18:14:07 UTC,2024-07-16 18:15:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,21,Mineral,,56,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
e51a5593-30c2-42a4-9aaa-955ad473820d,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,2,2024-07-16 18:15:34 UTC,2024-07-16 18:17:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,41,Mineral,,68,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,This is sphagnum 
d391bd91-988f-4743-99db-69701dae0684,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,6ef2dacf-09f6-4e17-ba63-3b80e34851cb,2,2024-07-16 18:17:09 UTC,2024-07-16 18:18:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,19.5,Mineral,,58,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
3a75d236-306e-4f19-896a-95d851c58b4d,9f1e85a4-2dab-42b4-9e80-9f68031f5650,9f1e85a4-2dab-42b4-9e80-9f68031f5650,1,2024-07-16 18:06:07 UTC,2024-07-16 18:22:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,52,Rock,,52,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
2f60d1b5-0118-4df4-a716-479b59a68184,9f1e85a4-2dab-42b4-9e80-9f68031f5650,9f1e85a4-2dab-42b4-9e80-9f68031f5650,1,2024-07-16 18:19:17 UTC,2024-07-16 18:19:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,23,Mineral,,48,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
5962e332-f0d6-434f-87cd-cfca22eba90c,9f1e85a4-2dab-42b4-9e80-9f68031f5650,9f1e85a4-2dab-42b4-9e80-9f68031f5650,1,2024-07-16 18:20:09 UTC,2024-07-16 18:21:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,17.5,Mineral,,32,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
a66d1fad-e091-43a4-b160-d7ed375f005f,9ef64e3c-71a4-4758-8d41-874ac3eda826,9ef64e3c-71a4-4758-8d41-874ac3eda826,1,2024-07-16 19:42:37 UTC,2024-07-16 19:42:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,12,Mineral,,101,>100cm,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
30878b29-f8fa-47fc-9850-2897f402efbd,9ef64e3c-71a4-4758-8d41-874ac3eda826,9ef64e3c-71a4-4758-8d41-874ac3eda826,1,2024-07-16 19:43:18 UTC,2024-07-16 19:43:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,8,Mineral,,75,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
996bfb23-6992-4c08-9e63-ca1a28330bef,9ef64e3c-71a4-4758-8d41-874ac3eda826,9ef64e3c-71a4-4758-8d41-874ac3eda826,1,2024-07-16 19:43:56 UTC,2024-07-16 19:44:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,7,Mineral,,22,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
91d48590-04c7-4ad8-9800-1c660efa13ca,6b0c3426-6a6f-427c-8b44-37fc97f94a64,6b0c3426-6a6f-427c-8b44-37fc97f94a64,1,2024-07-16 19:39:54 UTC,2024-07-16 19:40:16 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,9.5,Mineral,,27,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
3f1dc343-0d0b-4870-9111-5af312f64cb3,6b0c3426-6a6f-427c-8b44-37fc97f94a64,6b0c3426-6a6f-427c-8b44-37fc97f94a64,1,2024-07-16 19:40:17 UTC,2024-07-16 19:40:41 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,9.5,Mineral,,25,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
22f69c0b-4a01-4f0c-989c-50f57b01587a,6b0c3426-6a6f-427c-8b44-37fc97f94a64,6b0c3426-6a6f-427c-8b44-37fc97f94a64,1,2024-07-16 19:40:42 UTC,2024-07-16 19:42:09 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,9.5,Mineral,,20,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
73f83dd5-fda7-4865-9365-9dd2180c8e0f,d1b44e5c-6934-4955-8067-6741c2b6ec0e,d1b44e5c-6934-4955-8067-6741c2b6ec0e,1,2024-07-16 19:45:05 UTC,2024-07-16 19:45:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,11.5,Mineral,,23,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
10325231-7e27-491c-b9f8-5a67ae94872a,d1b44e5c-6934-4955-8067-6741c2b6ec0e,d1b44e5c-6934-4955-8067-6741c2b6ec0e,1,2024-07-16 19:46:00 UTC,2024-07-16 19:47:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,20.5,Mineral,,43,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,Unburned pile compared to others
5f098337-da11-4327-9425-d015d14a59ed,d1b44e5c-6934-4955-8067-6741c2b6ec0e,d1b44e5c-6934-4955-8067-6741c2b6ec0e,1,2024-07-16 19:47:08 UTC,2024-07-16 19:48:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,11,Mineral,,53,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
d1f0a644-2af0-44d9-bdf4-7290d892c525,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,1,2024-07-16 21:30:52 UTC,2024-07-16 21:31:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,5.5,Mineral,,24,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
4cc63e8a-0e45-40cb-8e80-3a9b68e000ea,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,1,2024-07-16 21:31:31 UTC,2024-07-16 21:31:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,1.5,Rock,,1.5,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
03102bb4-0f22-4027-8560-6a30cb2b5496,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,68b485ad-a5e2-43f2-bfab-5220dd2d3b2d,1,2024-07-16 21:31:50 UTC,2024-07-16 21:32:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,6,"Rock,Mineral",,10,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
d3a093a8-3739-495e-bb5b-79632e4c11c4,0a458a45-0160-4b07-9f59-b653b401b2ca,0a458a45-0160-4b07-9f59-b653b401b2ca,1,2024-07-16 21:29:03 UTC,2024-07-16 21:29:49 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,3.5,Mineral,,12,Mineral,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
089055ba-344f-4f7f-ac61-b8b5552cc8e4,0a458a45-0160-4b07-9f59-b653b401b2ca,0a458a45-0160-4b07-9f59-b653b401b2ca,1,2024-07-16 21:29:26 UTC,2024-07-16 21:29:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,12.5,Mineral,,12.4,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
0117d76e-8e67-4f3e-85ba-26958332885c,0a458a45-0160-4b07-9f59-b653b401b2ca,0a458a45-0160-4b07-9f59-b653b401b2ca,1,2024-07-16 21:29:51 UTC,2024-07-16 21:30:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,5,Mineral,,26,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
22c1c26a-05be-4b41-943a-46fc1e9529aa,30007aa5-8135-4a37-8b9e-e40e26883241,30007aa5-8135-4a37-8b9e-e40e26883241,1,2024-07-16 21:32:49 UTC,2024-07-16 21:33:07 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,3.5,Mineral,,17,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
08d86978-57cf-48eb-91c8-47eec4c0ae89,30007aa5-8135-4a37-8b9e-e40e26883241,30007aa5-8135-4a37-8b9e-e40e26883241,1,2024-07-16 21:33:09 UTC,2024-07-16 21:34:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,9.5,Mineral,,52,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
4613cdc7-bc10-4696-9b7c-215bd8a859b7,30007aa5-8135-4a37-8b9e-e40e26883241,30007aa5-8135-4a37-8b9e-e40e26883241,1,2024-07-16 21:34:21 UTC,2024-07-16 21:34:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,5.5,Rock,,5.5,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
c770c29f-a6b9-4bc1-9491-162b20e2034e,41b799da-bbfe-424a-b441-9870513243f0,41b799da-bbfe-424a-b441-9870513243f0,2,2024-07-16 22:47:17 UTC,2024-07-16 22:47:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,3 m,,27,Rock,,27,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
d33216b0-7bd8-4687-9a22-7d9eccdd5634,41b799da-bbfe-424a-b441-9870513243f0,41b799da-bbfe-424a-b441-9870513243f0,2,2024-07-16 22:47:52 UTC,2024-07-16 22:48:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,6 m,,33,Rock,,33,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
855cff97-2168-4751-8dad-bfc9a88f18dd,41b799da-bbfe-424a-b441-9870513243f0,41b799da-bbfe-424a-b441-9870513243f0,2,2024-07-16 22:48:59 UTC,2024-07-16 22:49:43 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,9 m,,3.5,Rock,,3.5,Rock,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
