fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,site,site_remove,plot,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
87d15566-98df-49ec-9974-155bdd06c095,2024-07-28 21:38:08 UTC,2024-07-28 22:01:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:57 UTC,2024-07-29 04:43:57 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,3,C,,,,,
8a0502fb-0199-4457-b732-0a7afa056ac8,2024-07-28 22:01:45 UTC,2024-07-28 22:26:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:58 UTC,2024-07-29 04:43:58 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,3,B,,,,,
5d04a5f2-b945-4f50-af03-5172c7ad9212,2024-07-28 22:26:08 UTC,2024-07-28 22:47:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:58 UTC,2024-07-29 04:43:58 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr4,3,A,,,,,
b520b5b6-e795-4f35-a210-6edde9a93895,2024-07-29 00:44:30 UTC,2024-07-29 01:07:01 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:59 UTC,2024-07-29 04:43:59 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr5,3,A,,,,,
9a8d2259-99bd-4323-8a21-b422adb6e36f,2024-07-29 01:12:18 UTC,2024-07-29 01:37:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:43:59 UTC,2024-07-29 04:43:59 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr5,3,B,,,,,
119adee8-d19d-4440-b743-81054636b6af,2024-07-29 01:37:53 UTC,2024-07-29 02:00:38 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-29 04:44:04 UTC,2024-07-29 04:44:04 UTC,1,,,,,,,2024-07-28,McCoy Creek,McCr5,3,C,,,,,
28a4703c-8e88-40a5-98f2-717ab613cba6,2024-07-29 18:39:12 UTC,2024-07-29 19:00:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:09 UTC,2024-07-30 05:39:09 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,3,A,,,,,
63fed898-524b-4b36-9ceb-d40bd77fc53c,2024-07-29 19:00:49 UTC,2024-07-29 19:19:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:10 UTC,2024-07-30 05:39:10 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,3,B,,,,,
ff9b39fe-4bf4-46ee-a8f2-1decaf5f5093,2024-07-29 19:19:27 UTC,2024-07-29 19:45:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:10 UTC,2024-07-30 05:39:10 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr6,3,C,,,,,
fe8b8f91-0bb9-4b26-9696-0f42338c61ae,2024-07-29 22:48:05 UTC,2024-07-29 22:58:03 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:10 UTC,2024-07-30 05:39:10 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,3,A,,,,,
0d222a08-0795-4a40-829d-712e17472571,2024-07-29 22:58:04 UTC,2024-07-29 23:17:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:11 UTC,2024-07-30 05:39:11 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,3,B,,,,,
eff1fd64-1c11-4ed4-bc42-196ca6cdb56b,2024-07-29 23:17:09 UTC,2024-07-29 23:28:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-30 05:39:11 UTC,2024-07-30 05:39:11 UTC,1,,,,,,,2024-07-29,McCoy Creek,McCr2,3,C,,,,,
c44ba923-66e5-43b1-bf1b-538539cd61a1,2024-07-30 17:32:01 UTC,2024-07-30 17:58:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:09:57 UTC,2024-07-31 15:09:57 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1,1,A,,,,,
c7820dce-6cf6-4f04-baff-f635f201f988,2024-07-30 17:58:11 UTC,2024-07-30 18:20:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:09:58 UTC,2024-07-31 15:09:58 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1,1,B,,,,,
84ff4120-bc5b-4ad6-8a0d-dabffe0535e9,2024-07-30 18:20:23 UTC,2024-07-30 18:43:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:09:59 UTC,2024-07-31 15:09:59 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr1,1,C,,,,,
26d233c3-7696-4f29-a615-08cb6495ea7e,2024-07-30 21:02:32 UTC,2024-07-30 21:32:06 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:00 UTC,2024-07-31 15:10:00 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,1,A,,,,,
8de2d89b-aa91-4df7-a8c3-7c9fa0f5a30a,2024-07-30 21:35:52 UTC,2024-07-30 22:13:15 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:01 UTC,2024-07-31 15:10:01 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,1,B,,,,,
2d106620-6697-4965-99f1-36e9ad31a4f5,2024-07-30 22:13:16 UTC,2024-07-30 22:34:25 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:01 UTC,2024-07-31 15:10:01 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr2,1,C,,,,,
60632de2-6ff3-4ce6-ae19-1695b5f954cc,2024-07-31 00:29:00 UTC,2024-07-31 00:54:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:02 UTC,2024-07-31 15:10:02 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,1,C,,,,,
9d3a3fde-9a2f-41c2-a5c9-e8a0455cfae6,2024-07-31 00:17:19 UTC,2024-07-31 00:55:42 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:02 UTC,2024-07-31 15:10:02 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,1,B,,,,,
8df73e55-6f7d-4f68-9dd7-16b753e0f620,2024-07-30 23:58:27 UTC,2024-07-31 00:57:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-31 15:10:04 UTC,2024-07-31 15:10:04 UTC,1,,,,,,,2024-07-30,Nugget Creek,NuCr3,1,A,,,,,
113afc16-a988-44db-863b-180495e47f05,2024-07-31 17:49:47 UTC,2024-07-31 18:30:36 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:48 UTC,2024-08-01 05:09:48 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,1,A,,,,,
a7257b6d-0dea-400f-b6c3-42928e8998b4,2024-07-31 18:30:38 UTC,2024-07-31 18:56:26 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:49 UTC,2024-08-01 05:09:49 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,1,B,,,,,
0d299ad6-156a-4495-aef8-841595adc024,2024-07-31 18:56:27 UTC,2024-07-31 19:20:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:49 UTC,2024-08-01 05:09:49 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr4,1,C,,,,,
1646ac67-bc99-4e98-b8b2-315734b7589f,2024-07-31 22:17:38 UTC,2024-07-31 22:36:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:50 UTC,2024-08-01 05:09:50 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,1,C,,,,,
a2c9f837-f2dc-46e8-93c4-3e78f630520b,2024-07-31 21:46:43 UTC,2024-07-31 22:39:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:50 UTC,2024-08-01 05:09:50 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,1,B,,,,,
95f0498e-dfb9-41c0-b5ab-924f99585f16,2024-07-31 21:24:17 UTC,2024-07-31 22:43:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:51 UTC,2024-08-01 05:09:51 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr5,1,A,,,,,
ad33949f-f4d6-490f-bd60-a004807669b9,2024-08-01 00:09:42 UTC,2024-08-01 00:29:34 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:51 UTC,2024-08-01 05:09:51 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,1,A,,,,,
4d7de898-2df0-4248-b49f-3c915096701c,2024-08-01 00:29:36 UTC,2024-08-01 00:50:40 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:52 UTC,2024-08-01 05:09:52 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,1,B,,,,,
a9a715a8-1198-417c-9da7-d6074136f6ba,2024-08-01 00:50:42 UTC,2024-08-01 01:10:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-01 05:09:52 UTC,2024-08-01 05:09:52 UTC,1,,,,,,,2024-07-31,Nugget Creek,NuCr6,1,C,,,,,
3ed4610c-8c2c-4160-9edb-34f92e4d5c76,2024-08-01 18:07:35 UTC,2024-08-01 18:19:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:18 UTC,2024-08-02 05:29:18 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,1,A,,,,,
3fa7afe5-c25d-4ad5-86cc-649ff846a63e,2024-08-01 18:39:01 UTC,2024-08-01 19:00:44 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:18 UTC,2024-08-02 05:29:18 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,1,C,,,,,
1457f35b-25ad-4841-a618-55564838dd13,2024-08-01 18:19:49 UTC,2024-08-01 19:05:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:19 UTC,2024-08-02 05:29:19 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr1,1,B,,,,,
0a58c5cf-b7a5-4832-9ce4-b69cbe3f1717,2024-08-01 21:04:19 UTC,2024-08-01 21:22:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:19 UTC,2024-08-02 05:29:19 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr2,1,A,,,,,
b865fb17-a71c-466f-956b-c6093833a7eb,2024-08-01 21:48:41 UTC,2024-08-01 22:16:37 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:20 UTC,2024-08-02 05:29:20 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr2,1,C,,,,,
b3175d29-ab9e-4ac7-a16d-04956f18bbd7,2024-08-01 21:22:20 UTC,2024-08-01 22:21:13 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:20 UTC,2024-08-02 05:29:20 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr2,1,B,,,,,
d55fb727-7a6a-47bf-9b0d-16cf3b932de0,2024-08-02 00:18:08 UTC,2024-08-02 00:39:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:21 UTC,2024-08-02 05:29:21 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,1,A,,,,,
a5ceeceb-4eb5-49ca-8a91-5bbe4c12d368,2024-08-02 00:39:45 UTC,2024-08-02 01:10:20 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:21 UTC,2024-08-02 05:29:21 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,1,B,,,,,
2cebfe8f-5772-4fd4-a4dc-593fd410f6a1,2024-08-02 01:12:31 UTC,2024-08-02 01:33:22 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-02 05:29:22 UTC,2024-08-02 05:29:22 UTC,1,,,,,,,2024-08-01,Munson Creek,MuCr3,1,C,,,,,
14189887-8dd3-4bbb-a15e-d5620c374006,2024-08-02 19:05:10 UTC,2024-08-02 19:24:47 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:11 UTC,2024-08-03 04:16:11 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl4,1,A,,,,,
11bf6fa5-b083-4c90-9e81-c1ad331474e1,2024-08-02 19:24:48 UTC,2024-08-02 19:46:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:12 UTC,2024-08-03 04:16:12 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl4,1,B,,,,,
a095d029-131d-4dd5-a178-392e7a70c823,2024-08-02 19:46:28 UTC,2024-08-02 20:10:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:13 UTC,2024-08-03 04:16:13 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl4,1,C,,,,,
3727ff21-b748-4f19-9cc0-d23b9d518a74,2024-08-02 22:13:26 UTC,2024-08-02 22:30:46 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:13 UTC,2024-08-03 04:16:13 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl5,1,A,,,,,
52004cf7-eacf-4109-a871-ca10744a5099,2024-08-02 22:41:59 UTC,2024-08-02 23:19:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:14 UTC,2024-08-03 04:16:14 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl5,1,B,,,,,
2b336356-77d5-4556-ae3a-ceded179d802,2024-08-02 23:01:47 UTC,2024-08-02 23:20:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:14 UTC,2024-08-03 04:16:14 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl5,1,C,,,,,
69b3147f-10cb-4fcb-b761-3dad35c97c71,2024-08-03 01:00:22 UTC,2024-08-03 01:16:23 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:15 UTC,2024-08-03 04:16:15 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl6,1,A,,,,,
3de21c9f-2f6a-47e9-ab78-2e9c400b86a9,2024-08-03 01:16:23 UTC,2024-08-03 01:34:27 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:15 UTC,2024-08-03 04:16:15 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl6,1,B,,,,,
c7acdfe1-7e0e-4239-9e93-deea8bcf3cbc,2024-08-03 01:34:28 UTC,2024-08-03 01:54:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-03 04:16:16 UTC,2024-08-03 04:16:16 UTC,1,,,,,,,2024-08-02,Teklanika,Tekl6,1,C,,,,,
a71e7445-391f-4f82-9a49-6276c27e1357,2024-08-03 18:57:11 UTC,2024-08-03 19:12:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:27 UTC,2024-08-04 04:44:27 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl1,1,A,,,,,
c5898566-e57e-4fbc-a028-5865c858e34d,2024-08-03 19:12:22 UTC,2024-08-03 19:32:57 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:27 UTC,2024-08-04 04:44:27 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl1,1,B,,,,,
3bea20c9-933d-4f1b-a0a0-f9bc1731937b,2024-08-03 19:32:58 UTC,2024-08-03 20:05:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:28 UTC,2024-08-04 04:44:28 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl1,1,C,,,,,
5d398f1d-68bf-4704-843b-7476535eff18,2024-08-03 22:33:39 UTC,2024-08-03 22:48:10 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:29 UTC,2024-08-04 04:44:29 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl2,1,A,,,,,
34fb7ee4-5f26-4e66-aafd-451c2fe91c1c,2024-08-03 23:04:32 UTC,2024-08-03 23:22:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:30 UTC,2024-08-04 04:44:30 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl2,1,C,,,,,
7ac3e84d-25a7-4cf6-a4e0-0616b7411223,2024-08-03 22:48:11 UTC,2024-08-03 23:27:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-08-04 04:44:30 UTC,2024-08-04 04:44:30 UTC,1,,,,,,,2024-08-03,Teklanika,Tekl2,1,B,,,,,
